line,champion1,champion2,winning_rage,match_count
Support,Pantheon,Galio,50.12,419
Support,Pantheon,Karma,52.55,392
Support,Pantheon,Swain,44.18,335
Support,Pantheon,Soraka,47.34,319
Support,Pantheon,Shaco,45.51,312
Support,Pantheon,Brand,45.79,297
Support,Pantheon,Rell,46.92,260
Support,Pantheon,Zilean,49.6,250
Support,Pantheon,Zyra,45.68,243
Support,Pantheon,Seraphine,54.43,237
Support,Pantheon,Rakan,49.04,208
Support,Pantheon,Janna,49.47,188
Support,Pantheon,Vel'Koz,49.1,167
Support,Pantheon,Braum,47.77,157
Support,Pantheon,Bard,45.27,148
Support,Pantheon,Nami,48.94,141
Support,Pantheon,Shen,43.85,130
Support,Pantheon,Sona,49.54,109
Support,Pantheon,Gragas,48.15,108
Support,Pantheon,Poppy,37.38,107
Support,Pantheon,Veigar,44.12,102
Support,Pantheon,Neeko,51.02,98
Support,Pantheon,Zac,46.15,78
Support,Pantheon,Taric,46.55,58
Support,Pantheon,Anivia,52,50
Top,Pantheon,Aatrox,56.71,298
Top,Pantheon,Sett,50.39,256
Top,Pantheon,Sylas,48.18,220
Top,Pantheon,Akali,50,158
Top,Pantheon,Renekton,54.55,154
Top,Pantheon,Gwen,57.14,147
Top,Pantheon,Irelia,50.69,144
Top,Pantheon,Darius,49.61,127
Top,Pantheon,Shen,44.83,116
Top,Pantheon,Jayce,50.45,111
Top,Pantheon,Garen,59.6,99
Top,Pantheon,Lee Sin,46.67,90
Top,Pantheon,Teemo,45.56,90
Top,Pantheon,Mordekaiser,54.02,87
Top,Pantheon,Kayle,54.55,77
Top,Pantheon,Fiora,43.42,76
Top,Pantheon,Vladimir,52.24,67
Top,Pantheon,Malphite,50,66
Top,Pantheon,Gnar,61.54,65
Top,Pantheon,Jax,56.45,62
Top,Pantheon,Rumble,59.02,61
Top,Pantheon,Ornn,47.54,61
Top,Pantheon,Vayne,49.15,59
Top,Pantheon,Riven,60.34,58
Top,Pantheon,Kennen,45.61,57
Top,Pantheon,Volibear,44,50
Top,Pantheon,Lucian,50,50
Jungle,Poppy,Lee Sin,53.15,"3,688"
Jungle,Poppy,Diana,51.92,807
Jungle,Poppy,Kindred,52.09,766
Jungle,Poppy,Rumble,52.61,728
Jungle,Poppy,Nidalee,57.49,694
Jungle,Poppy,Elise,46.16,691
Jungle,Poppy,Kayn,54.77,650
Jungle,Poppy,Viego,48.5,633
Jungle,Poppy,Xin Zhao,53.68,585
Jungle,Poppy,Morgana,44.25,565
Jungle,Poppy,Shaco,46.79,545
Jungle,Poppy,Graves,57.5,480
Jungle,Poppy,Ekko,52.49,402
Jungle,Poppy,Nocturne,46.46,396
Jungle,Poppy,Master Yi,48.51,369
Jungle,Poppy,Zac,50.95,367
Jungle,Poppy,Kha'Zix,48.5,334
Jungle,Poppy,Nunu & Willump,50.52,289
Jungle,Poppy,Warwick,50.84,238
Jungle,Poppy,Rek'Sai,52.27,220
Jungle,Poppy,Evelynn,50,216
Jungle,Poppy,Jarvan IV,51.49,202
Jungle,Poppy,Rammus,48.74,199
Jungle,Poppy,Fiddlesticks,53.93,178
Jungle,Poppy,Hecarim,60.12,173
Jungle,Poppy,Olaf,49.65,143
Jungle,Poppy,Volibear,45.07,142
Jungle,Poppy,Udyr,45.39,141
Jungle,Poppy,Lillia,52.94,136
Jungle,Poppy,Vi,40.6,133
Jungle,Poppy,Karthus,43.41,129
Jungle,Poppy,Sejuani,46.83,126
Jungle,Poppy,Trundle,47.32,112
Jungle,Poppy,Amumu,42.99,107
Jungle,Poppy,Gragas,63.37,101
Jungle,Poppy,Taliyah,54,100
Jungle,Poppy,Shyvana,44.3,79
Jungle,Poppy,Jax,47.44,78
Jungle,Poppy,Rengar,71.21,66
Jungle,Poppy,Gwen,56.45,62
Jungle,Poppy,Wukong,62.96,54
Top,Poppy,Sett,50.83,779
Top,Poppy,Sylas,54.92,650
Top,Poppy,Aatrox,53.31,619
Top,Poppy,Renekton,51.59,471
Top,Poppy,Shen,48.7,462
Top,Poppy,Irelia,57.14,399
Top,Poppy,Jax,55.35,383
Top,Poppy,Akali,55.04,347
Top,Poppy,Lee Sin,46.73,321
Top,Poppy,Darius,47.67,300
Top,Poppy,Mordekaiser,50.67,300
Top,Poppy,Riven,52.7,296
Top,Poppy,Gnar,46.44,295
Top,Poppy,Fiora,51.5,266
Top,Poppy,Gwen,56.06,264
Top,Poppy,Jayce,51.76,255
Top,Poppy,Ornn,49,251
Top,Poppy,Garen,50.21,237
Top,Poppy,Malphite,53.28,229
Top,Poppy,Camille,51.09,229
Top,Poppy,Volibear,46.33,218
Top,Poppy,Vladimir,46.23,199
Top,Poppy,Rumble,53.46,159
Top,Poppy,Sion,48.98,147
Top,Poppy,Kayle,43.97,141
Top,Poppy,Gangplank,53.62,138
Top,Poppy,Nasus,40.74,135
Top,Poppy,Vayne,42.42,132
Top,Poppy,Kennen,39.23,130
Top,Poppy,Rengar,56.15,130
Top,Poppy,Wukong,58.73,126
Top,Poppy,Urgot,52.34,107
Top,Poppy,Tryndamere,64.71,102
Top,Poppy,Teemo,49.02,102
Top,Poppy,Kled,49.49,99
Top,Poppy,Cho'Gath,42.71,96
Top,Poppy,Warwick,48.31,89
Top,Poppy,Lucian,62.67,75
Top,Poppy,Yasuo,51.39,72
Top,Poppy,Illaoi,58.57,70
Top,Poppy,Maokai,42.86,70
Top,Poppy,Nocturne,45.59,68
Top,Poppy,Viego,39.39,66
Top,Poppy,Zac,48.21,56
Top,Poppy,Quinn,49.06,53
Top,Poppy,Ryze,42.31,52
Support,Poppy,Leona,45.07,426
Support,Poppy,Thresh,49.01,302
Support,Poppy,Alistar,50,272
Support,Poppy,Lulu,48,175
Support,Poppy,Nautilus,48.84,172
Support,Poppy,Pyke,53.16,158
Support,Poppy,Senna,41.03,156
Support,Poppy,Blitzcrank,54.11,146
Support,Poppy,Xerath,48.55,138
Support,Poppy,Yuumi,54.2,131
Support,Poppy,Pantheon,62.62,107
Support,Poppy,Galio,59.77,87
Support,Poppy,Lux,43.02,86
Support,Poppy,Maokai,48.81,84
Support,Poppy,Rell,54.41,68
Support,Poppy,Sett,54.69,64
Support,Poppy,Morgana,49.12,57
Support,Poppy,Karma,41.51,53
Support,Pyke,Thresh,47.36,"3,731"
Support,Pyke,Senna,46.62,"2,842"
Support,Pyke,Leona,47.56,"2,437"
Support,Pyke,Lulu,48.95,"2,292"
Support,Pyke,Xerath,52.49,"2,067"
Support,Pyke,Alistar,48.67,"1,884"
Support,Pyke,Nautilus,47.05,"1,883"
Support,Pyke,Blitzcrank,45.18,"1,877"
Support,Pyke,Lux,50.61,"1,565"
Support,Pyke,Yuumi,49.46,"1,308"
Support,Pyke,Morgana,44.49,"1,025"
Support,Pyke,Maokai,43.41,986
Support,Pyke,Pantheon,50.91,821
Support,Pyke,Karma,55.59,734
Support,Pyke,Galio,52.64,720
Support,Pyke,Soraka,48.71,620
Support,Pyke,Sett,58.17,600
Support,Pyke,Shaco,47.05,559
Support,Pyke,Swain,52.06,557
Support,Pyke,Rakan,46.8,500
Support,Pyke,Brand,49.8,496
Support,Pyke,Rell,50,480
Support,Pyke,Zilean,49.22,449
Support,Pyke,Zyra,47.66,428
Support,Pyke,Seraphine,49.24,396
Support,Pyke,Janna,47.73,331
Support,Pyke,Bard,49.01,304
Support,Pyke,Vel'Koz,48.82,297
Support,Pyke,Braum,49.62,264
Support,Pyke,Nami,46.95,262
Support,Pyke,Shen,49.53,212
Support,Pyke,Neeko,49.72,179
Support,Pyke,Sona,53.93,178
Support,Pyke,Veigar,56,175
Support,Pyke,Poppy,46.84,158
Support,Pyke,Gragas,54.11,146
Support,Pyke,Zac,49.61,127
Support,Pyke,Taric,50,120
Support,Pyke,Anivia,53.26,92
Support,Pyke,Tahm Kench,42.86,77
Middle,Pyke,Thresh,47.36,"3,731"
Middle,Pyke,Senna,46.62,"2,842"
Middle,Pyke,Leona,47.56,"2,437"
Middle,Pyke,Lulu,48.95,"2,292"
Middle,Pyke,Xerath,52.49,"2,067"
Middle,Pyke,Alistar,48.67,"1,884"
Middle,Pyke,Nautilus,47.05,"1,883"
Middle,Pyke,Blitzcrank,45.18,"1,877"
Middle,Pyke,Lux,50.61,"1,565"
Middle,Pyke,Yuumi,49.46,"1,308"
Middle,Pyke,Morgana,44.49,"1,025"
Middle,Pyke,Maokai,43.41,986
Middle,Pyke,Pantheon,50.91,821
Middle,Pyke,Karma,55.59,734
Middle,Pyke,Galio,52.64,720
Middle,Pyke,Soraka,48.71,620
Middle,Pyke,Sett,58.17,600
Middle,Pyke,Shaco,47.05,559
Middle,Pyke,Swain,52.06,557
Middle,Pyke,Rakan,46.8,500
Middle,Pyke,Brand,49.8,496
Middle,Pyke,Rell,50,480
Middle,Pyke,Zilean,49.22,449
Middle,Pyke,Zyra,47.66,428
Middle,Pyke,Seraphine,49.24,396
Middle,Pyke,Janna,47.73,331
Middle,Pyke,Bard,49.01,304
Middle,Pyke,Vel'Koz,48.82,297
Middle,Pyke,Braum,49.62,264
Middle,Pyke,Nami,46.95,262
Middle,Pyke,Shen,49.53,212
Middle,Pyke,Neeko,49.72,179
Middle,Pyke,Sona,53.93,178
Middle,Pyke,Veigar,56,175
Middle,Pyke,Poppy,46.84,158
Middle,Pyke,Gragas,54.11,146
Middle,Pyke,Zac,49.61,127
Middle,Pyke,Taric,50,120
Middle,Pyke,Anivia,53.26,92
Middle,Pyke,Tahm Kench,42.86,77
Middle,Qiyana,Zed,48.57,"1,814"
Middle,Qiyana,Sylas,49.13,"1,602"
Middle,Qiyana,Akali,51.67,"1,465"
Middle,Qiyana,Katarina,47.96,"1,224"
Middle,Qiyana,Yasuo,46.01,"1,178"
Middle,Qiyana,LeBlanc,45.42,"1,156"
Middle,Qiyana,Talon,47.91,"1,150"
Middle,Qiyana,Yone,47.83,968
Middle,Qiyana,Twisted Fate,46.86,764
Middle,Qiyana,Xerath,45.32,673
Middle,Qiyana,Pantheon,45.75,636
Middle,Qiyana,Viego,50.65,618
Middle,Qiyana,Viktor,46.82,566
Middle,Qiyana,Ahri,47.79,544
Middle,Qiyana,Lucian,53.45,522
Middle,Qiyana,Irelia,51.98,504
Middle,Qiyana,Vladimir,46.6,500
Middle,Qiyana,Fizz,45.98,485
Middle,Qiyana,Galio,45.75,435
Middle,Qiyana,Zoe,50.82,364
Middle,Qiyana,Anivia,50.28,360
Middle,Qiyana,Diana,42.5,360
Middle,Qiyana,Orianna,48.55,346
Middle,Qiyana,Lux,48.35,333
Middle,Qiyana,Ekko,48.18,303
Middle,Qiyana,Sett,41.36,295
Middle,Qiyana,Malphite,45.91,281
Middle,Qiyana,Renekton,45.96,272
Middle,Qiyana,Rumble,52.69,260
Middle,Qiyana,Syndra,58.3,223
Middle,Qiyana,Ryze,53.96,202
Middle,Qiyana,Jayce,46.7,197
Middle,Qiyana,Malzahar,44.25,174
Middle,Qiyana,Nocturne,41.57,166
Middle,Qiyana,Tristana,41.4,157
Middle,Qiyana,Garen,42.58,155
Middle,Qiyana,Kassadin,55.92,152
Middle,Qiyana,Annie,45.14,144
Middle,Qiyana,Lissandra,42.96,142
Middle,Qiyana,Neeko,51.41,142
Middle,Qiyana,Corki,49.22,128
Middle,Qiyana,Gwen,43.44,122
Middle,Qiyana,Cassiopeia,51.89,106
Middle,Qiyana,Azir,51.06,94
Middle,Qiyana,Kled,40.43,94
Middle,Qiyana,Riven,54.12,85
Middle,Qiyana,Zac,47.3,74
Middle,Qiyana,Sion,45.71,70
Middle,Qiyana,Nunu & Willump,53.03,66
Middle,Qiyana,Cho'Gath,49.21,63
Middle,Qiyana,Camille,47.54,61
Middle,Qiyana,Aurelion Sol,41.51,53
Top,Quinn,Renekton,50.1,503
Top,Quinn,Sett,47.07,376
Top,Quinn,Sylas,56.47,340
Top,Quinn,Malphite,40.85,328
Top,Quinn,Aatrox,49.33,298
Top,Quinn,Darius,52.53,257
Top,Quinn,Garen,52.73,220
Top,Quinn,Jayce,53.14,207
Top,Quinn,Irelia,49.01,202
Top,Quinn,Akali,49.48,194
Top,Quinn,Shen,44.32,185
Top,Quinn,Gnar,52.05,171
Top,Quinn,Ornn,39.76,166
Top,Quinn,Lee Sin,54.32,162
Top,Quinn,Fiora,54.55,143
Top,Quinn,Teemo,51.43,140
Top,Quinn,Jax,60.14,138
Top,Quinn,Kayle,45.11,133
Top,Quinn,Lucian,45.6,125
Top,Quinn,Vayne,55.93,118
Top,Quinn,Gwen,54.7,117
Top,Quinn,Kennen,52.14,117
Top,Quinn,Mordekaiser,51.75,114
Top,Quinn,Riven,52.21,113
Top,Quinn,Rumble,48.18,110
Top,Quinn,Nasus,47.17,106
Top,Quinn,Vladimir,55,100
Top,Quinn,Volibear,51.04,96
Top,Quinn,Wukong,54.02,87
Top,Quinn,Tryndamere,49.38,81
Top,Quinn,Gangplank,53.85,78
Top,Quinn,Sion,35.82,67
Top,Quinn,Camille,44.44,63
Top,Quinn,Kalista,71.43,63
Top,Quinn,Rengar,50.85,59
Top,Quinn,Maokai,44.83,58
Top,Quinn,Yasuo,41.82,55
Top,Quinn,Poppy,50.94,53
Top,Quinn,Ryze,54.9,51
Top,Quinn,Urgot,43.14,51
Support,Rakan,Thresh,51.53,"1,145"
Support,Rakan,Lulu,45.77,874
Support,Rakan,Senna,44.65,831
Support,Rakan,Leona,49.48,768
Support,Rakan,Alistar,49.59,734
Support,Rakan,Blitzcrank,49.08,595
Support,Rakan,Nautilus,50.18,554
Support,Rakan,Xerath,48.21,504
Support,Rakan,Pyke,53.2,500
Support,Rakan,Lux,49.24,463
Support,Rakan,Yuumi,50.92,434
Support,Rakan,Morgana,50.94,320
Support,Rakan,Galio,46.24,266
Support,Rakan,Karma,53.36,253
Support,Rakan,Maokai,46.58,234
Support,Rakan,Pantheon,50.96,208
Support,Rakan,Sett,60.7,201
Support,Rakan,Rell,50.77,195
Support,Rakan,Swain,47.67,193
Support,Rakan,Shaco,48.3,176
Support,Rakan,Zilean,46.25,160
Support,Rakan,Soraka,53.21,156
Support,Rakan,Seraphine,49.65,143
Support,Rakan,Janna,44.68,141
Support,Rakan,Zyra,45.99,137
Support,Rakan,Brand,43.38,136
Support,Rakan,Bard,51.18,127
Support,Rakan,Nami,45.26,95
Support,Rakan,Vel'Koz,51.65,91
Support,Rakan,Gragas,52.24,67
Support,Rakan,Shen,47.62,63
Support,Rakan,Braum,51.72,58
Jungle,Rammus,Lee Sin,50.86,"2,145"
Jungle,Rammus,Master Yi,54.86,782
Jungle,Rammus,Rumble,51.41,673
Jungle,Rammus,Viego,54.79,657
Jungle,Rammus,Diana,49.33,598
Jungle,Rammus,Kindred,50.36,562
Jungle,Rammus,Morgana,42.91,557
Jungle,Rammus,Elise,44.53,530
Jungle,Rammus,Kayn,46.49,527
Jungle,Rammus,Nidalee,54.12,486
Jungle,Rammus,Shaco,50.31,479
Jungle,Rammus,Xin Zhao,46.67,450
Jungle,Rammus,Nocturne,51.3,384
Jungle,Rammus,Graves,54.49,345
Jungle,Rammus,Ekko,52.58,329
Jungle,Rammus,Kha'Zix,52.84,299
Jungle,Rammus,Zac,40.34,290
Jungle,Rammus,Nunu & Willump,43.46,260
Jungle,Rammus,Warwick,52.45,204
Jungle,Rammus,Poppy,51.26,199
Jungle,Rammus,Evelynn,48.33,180
Jungle,Rammus,Fiddlesticks,50,164
Jungle,Rammus,Volibear,48.77,162
Jungle,Rammus,Hecarim,55.78,147
Jungle,Rammus,Jarvan IV,50,146
Jungle,Rammus,Olaf,55.47,137
Jungle,Rammus,Udyr,46.67,135
Jungle,Rammus,Karthus,51.49,134
Jungle,Rammus,Rek'Sai,56.92,130
Jungle,Rammus,Amumu,42.97,128
Jungle,Rammus,Lillia,53.33,120
Jungle,Rammus,Trundle,44.25,113
Jungle,Rammus,Vi,46.67,105
Jungle,Rammus,Taliyah,41.11,90
Jungle,Rammus,Sejuani,52.87,87
Jungle,Rammus,Gragas,47.13,87
Jungle,Rammus,Shyvana,46.91,81
Jungle,Rammus,Jax,52.7,74
Jungle,Rammus,Gwen,46.97,66
Jungle,Rammus,Rengar,59.65,57
Jungle,Rek'Sai,Lee Sin,50.99,"3,222"
Jungle,Rek'Sai,Rumble,47.77,762
Jungle,Rek'Sai,Kindred,50.84,714
Jungle,Rek'Sai,Diana,50.82,669
Jungle,Rek'Sai,Viego,51.97,635
Jungle,Rek'Sai,Elise,47.23,631
Jungle,Rek'Sai,Nidalee,54.65,602
Jungle,Rek'Sai,Morgana,47.53,587
Jungle,Rek'Sai,Shaco,43.83,527
Jungle,Rek'Sai,Kayn,55.71,499
Jungle,Rek'Sai,Xin Zhao,49.38,482
Jungle,Rek'Sai,Graves,55.21,422
Jungle,Rek'Sai,Nocturne,47.16,388
Jungle,Rek'Sai,Kha'Zix,43.52,347
Jungle,Rek'Sai,Master Yi,55.69,325
Jungle,Rek'Sai,Ekko,48.43,318
Jungle,Rek'Sai,Nunu & Willump,50.55,271
Jungle,Rek'Sai,Zac,47.58,248
Jungle,Rek'Sai,Poppy,47.73,220
Jungle,Rek'Sai,Evelynn,50.24,209
Jungle,Rek'Sai,Warwick,44.89,176
Jungle,Rek'Sai,Fiddlesticks,42.94,170
Jungle,Rek'Sai,Karthus,51.92,156
Jungle,Rek'Sai,Jarvan IV,45.16,155
Jungle,Rek'Sai,Udyr,47.68,151
Jungle,Rek'Sai,Olaf,47.68,151
Jungle,Rek'Sai,Volibear,44.76,143
Jungle,Rek'Sai,Taliyah,45.65,138
Jungle,Rek'Sai,Hecarim,47.45,137
Jungle,Rek'Sai,Rammus,43.08,130
Jungle,Rek'Sai,Sejuani,55.74,122
Jungle,Rek'Sai,Vi,52.5,120
Jungle,Rek'Sai,Lillia,57.69,104
Jungle,Rek'Sai,Gragas,61.86,97
Jungle,Rek'Sai,Gwen,38.37,86
Jungle,Rek'Sai,Trundle,47.62,84
Jungle,Rek'Sai,Amumu,47.37,76
Jungle,Rek'Sai,Shyvana,55.07,69
Jungle,Rek'Sai,Rengar,51.67,60
Jungle,Rek'Sai,Ivern,60,55
Jungle,Rek'Sai,Jax,49.02,51
Support,Rell,Thresh,49.78,"1,358"
Support,Rell,Alistar,45.94,"1,219"
Support,Rell,Leona,44.26,"1,211"
Support,Rell,Senna,46.46,"1,074"
Support,Rell,Lulu,47,"1,049"
Support,Rell,Nautilus,50.34,745
Support,Rell,Blitzcrank,45.54,707
Support,Rell,Xerath,46.19,630
Support,Rell,Lux,50.9,499
Support,Rell,Yuumi,49.1,499
Support,Rell,Pyke,50,480
Support,Rell,Morgana,45.8,369
Support,Rell,Sett,51.13,354
Support,Rell,Maokai,46.41,334
Support,Rell,Galio,50.8,313
Support,Rell,Karma,51.09,274
Support,Rell,Pantheon,53.08,260
Support,Rell,Janna,45.76,236
Support,Rell,Shaco,46.8,203
Support,Rell,Brand,51.53,196
Support,Rell,Rakan,49.23,195
Support,Rell,Soraka,44.79,192
Support,Rell,Swain,49.43,176
Support,Rell,Zilean,45.93,172
Support,Rell,Zyra,42.69,171
Support,Rell,Seraphine,50.71,140
Support,Rell,Bard,45.32,139
Support,Rell,Gragas,48.46,130
Support,Rell,Nami,44.07,118
Support,Rell,Vel'Koz,48.15,108
Support,Rell,Braum,52.27,88
Support,Rell,Shen,50,82
Support,Rell,Poppy,45.59,68
Support,Rell,Neeko,42.19,64
Support,Rell,Veigar,50.85,59
Support,Rell,Sona,46.55,58
Support,Rell,Zac,35.09,57
Top,Renekton,Sett,48.38,"3,559"
Top,Renekton,Aatrox,47.49,"3,089"
Top,Renekton,Sylas,49.25,"2,615"
Top,Renekton,Irelia,53.15,"1,701"
Top,Renekton,Akali,53.33,"1,560"
Top,Renekton,Shen,47,"1,500"
Top,Renekton,Darius,47.94,"1,333"
Top,Renekton,Lee Sin,50.98,"1,230"
Top,Renekton,Mordekaiser,44.87,"1,199"
Top,Renekton,Gwen,49.1,"1,163"
Top,Renekton,Ornn,43.83,"1,143"
Top,Renekton,Garen,45.63,"1,120"
Top,Renekton,Gnar,49.29,"1,061"
Top,Renekton,Malphite,47.97,984
Top,Renekton,Jayce,51.8,971
Top,Renekton,Volibear,46.09,920
Top,Renekton,Jax,49.61,897
Top,Renekton,Fiora,50.39,893
Top,Renekton,Riven,54.15,772
Top,Renekton,Vladimir,52.75,692
Top,Renekton,Rumble,51.4,679
Top,Renekton,Kayle,46.79,639
Top,Renekton,Camille,52.37,634
Top,Renekton,Gangplank,47.62,567
Top,Renekton,Teemo,46.91,550
Top,Renekton,Kennen,50.19,526
Top,Renekton,Vayne,45.16,516
Top,Renekton,Nasus,47.62,504
Top,Renekton,Quinn,49.9,503
Top,Renekton,Wukong,51.95,487
Top,Renekton,Poppy,48.41,471
Top,Renekton,Kled,42.44,443
Top,Renekton,Sion,48.03,431
Top,Renekton,Yasuo,53.23,387
Top,Renekton,Urgot,47.15,386
Top,Renekton,Tryndamere,54.87,359
Top,Renekton,Maokai,42.86,350
Top,Renekton,Rengar,49.71,342
Top,Renekton,Lucian,51.76,340
Top,Renekton,Viego,51.08,325
Top,Renekton,Illaoi,43.79,322
Top,Renekton,Warwick,39.67,300
Top,Renekton,Nocturne,43.95,248
Top,Renekton,Zac,42.11,228
Top,Renekton,Cho'Gath,45.95,222
Top,Renekton,Ryze,52.22,203
Top,Renekton,Kalista,53.69,203
Top,Renekton,Yone,54.79,188
Top,Renekton,Dr. Mundo,45.25,179
Top,Renekton,Trundle,44.58,166
Top,Renekton,Heimerdinger,58.02,162
Top,Renekton,Yorick,48.72,156
Top,Renekton,Pantheon,45.45,154
Top,Renekton,Singed,49.64,137
Middle,Renekton,Sett,48.38,"3,559"
Middle,Renekton,Aatrox,47.49,"3,089"
Middle,Renekton,Sylas,49.25,"2,615"
Middle,Renekton,Irelia,53.15,"1,701"
Middle,Renekton,Akali,53.33,"1,560"
Middle,Renekton,Shen,47,"1,500"
Middle,Renekton,Darius,47.94,"1,333"
Middle,Renekton,Lee Sin,50.98,"1,230"
Middle,Renekton,Mordekaiser,44.87,"1,199"
Middle,Renekton,Gwen,49.1,"1,163"
Middle,Renekton,Ornn,43.83,"1,143"
Middle,Renekton,Garen,45.63,"1,120"
Middle,Renekton,Gnar,49.29,"1,061"
Middle,Renekton,Malphite,47.97,984
Middle,Renekton,Jayce,51.8,971
Middle,Renekton,Volibear,46.09,920
Middle,Renekton,Jax,49.61,897
Middle,Renekton,Fiora,50.39,893
Middle,Renekton,Riven,54.15,772
Middle,Renekton,Vladimir,52.75,692
Middle,Renekton,Rumble,51.4,679
Middle,Renekton,Kayle,46.79,639
Middle,Renekton,Camille,52.37,634
Middle,Renekton,Gangplank,47.62,567
Middle,Renekton,Teemo,46.91,550
Middle,Renekton,Kennen,50.19,526
Middle,Renekton,Vayne,45.16,516
Middle,Renekton,Nasus,47.62,504
Middle,Renekton,Quinn,49.9,503
Middle,Renekton,Wukong,51.95,487
Middle,Renekton,Poppy,48.41,471
Middle,Renekton,Kled,42.44,443
Middle,Renekton,Sion,48.03,431
Middle,Renekton,Yasuo,53.23,387
Middle,Renekton,Urgot,47.15,386
Middle,Renekton,Tryndamere,54.87,359
Middle,Renekton,Maokai,42.86,350
Middle,Renekton,Rengar,49.71,342
Middle,Renekton,Lucian,51.76,340
Middle,Renekton,Viego,51.08,325
Middle,Renekton,Illaoi,43.79,322
Middle,Renekton,Warwick,39.67,300
Middle,Renekton,Nocturne,43.95,248
Middle,Renekton,Zac,42.11,228
Middle,Renekton,Cho'Gath,45.95,222
Middle,Renekton,Ryze,52.22,203
Middle,Renekton,Kalista,53.69,203
Middle,Renekton,Yone,54.79,188
Middle,Renekton,Dr. Mundo,45.25,179
Middle,Renekton,Trundle,44.58,166
Middle,Renekton,Heimerdinger,58.02,162
Middle,Renekton,Yorick,48.72,156
Middle,Renekton,Pantheon,45.45,154
Middle,Renekton,Singed,49.64,137
Top,Rengar,Sett,47.76,559
Top,Rengar,Aatrox,49,402
Top,Rengar,Sylas,50.39,389
Top,Rengar,Renekton,50.29,342
Top,Rengar,Shen,43.88,278
Top,Rengar,Akali,55.13,263
Top,Rengar,Irelia,52.34,256
Top,Rengar,Jayce,59.73,221
Top,Rengar,Lee Sin,47.89,213
Top,Rengar,Garen,51.47,204
Top,Rengar,Malphite,52.74,201
Top,Rengar,Gwen,49.23,195
Top,Rengar,Darius,53.72,188
Top,Rengar,Jax,50.54,186
Top,Rengar,Volibear,39.39,165
Top,Rengar,Fiora,50,162
Top,Rengar,Mordekaiser,55.63,160
Top,Rengar,Ornn,45.28,159
Top,Rengar,Riven,47.3,148
Top,Rengar,Gnar,51.13,133
Top,Rengar,Poppy,43.85,130
Top,Rengar,Rumble,54.26,129
Top,Rengar,Teemo,41.73,127
Top,Rengar,Kayle,56.8,125
Top,Rengar,Vladimir,47.27,110
Top,Rengar,Gangplank,61.68,107
Top,Rengar,Sion,40.82,98
Top,Rengar,Camille,47.37,95
Top,Rengar,Wukong,39.78,93
Top,Rengar,Kennen,45.65,92
Top,Rengar,Vayne,55.17,87
Top,Rengar,Kled,46.51,86
Top,Rengar,Nasus,50.63,79
Top,Rengar,Urgot,35.44,79
Top,Rengar,Lucian,61.54,65
Top,Rengar,Maokai,46.03,63
Top,Rengar,Quinn,49.15,59
Top,Rengar,Tryndamere,45.76,59
Top,Rengar,Illaoi,56.6,53
Top,Rengar,Viego,52.94,51
Top,Rengar,Zac,44,50
Jungle,Rengar,Lee Sin,41.38,679
Jungle,Rengar,Rumble,41.67,240
Jungle,Rengar,Diana,48.89,225
Jungle,Rengar,Kindred,49.52,210
Jungle,Rengar,Viego,46.08,204
Jungle,Rengar,Morgana,44.16,197
Jungle,Rengar,Nidalee,53.76,186
Jungle,Rengar,Elise,44.32,185
Jungle,Rengar,Shaco,46.59,176
Jungle,Rengar,Kayn,45.4,163
Jungle,Rengar,Graves,54,150
Jungle,Rengar,Kha'Zix,56.2,137
Jungle,Rengar,Master Yi,53.08,130
Jungle,Rengar,Xin Zhao,55.81,129
Jungle,Rengar,Nocturne,49.15,118
Jungle,Rengar,Ekko,51.43,105
Jungle,Rengar,Nunu & Willump,43.96,91
Jungle,Rengar,Zac,49.37,79
Jungle,Rengar,Evelynn,49.33,75
Jungle,Rengar,Poppy,28.79,66
Jungle,Rengar,Rek'Sai,48.33,60
Jungle,Rengar,Hecarim,52.54,59
Jungle,Rengar,Rammus,40.35,57
Jungle,Rengar,Fiddlesticks,49.02,51
Jungle,Rengar,Udyr,38,50
Top,Riven,Sett,51.09,"1,325"
Top,Riven,Aatrox,51.92,"1,200"
Top,Riven,Sylas,54.47,"1,019"
Top,Riven,Irelia,59.95,824
Top,Riven,Renekton,45.85,772
Top,Riven,Shen,49.72,712
Top,Riven,Akali,50.21,703
Top,Riven,Darius,57.14,637
Top,Riven,Gwen,57.74,594
Top,Riven,Garen,46.21,580
Top,Riven,Lee Sin,51.93,545
Top,Riven,Fiora,49.43,522
Top,Riven,Malphite,52.76,489
Top,Riven,Jax,56.54,428
Top,Riven,Jayce,52.62,420
Top,Riven,Mordekaiser,50.96,418
Top,Riven,Volibear,47.58,414
Top,Riven,Ornn,51.86,403
Top,Riven,Gnar,55.73,393
Top,Riven,Vladimir,53.33,330
Top,Riven,Rumble,53.67,313
Top,Riven,Kayle,59.08,303
Top,Riven,Poppy,47.3,296
Top,Riven,Teemo,55.67,291
Top,Riven,Camille,48.84,258
Top,Riven,Nasus,47.72,241
Top,Riven,Wukong,50,232
Top,Riven,Sion,53.74,227
Top,Riven,Kled,46.02,226
Top,Riven,Gangplank,60.09,218
Top,Riven,Maokai,44.39,214
Top,Riven,Urgot,55.61,187
Top,Riven,Kennen,47.22,180
Top,Riven,Vayne,44.13,179
Top,Riven,Tryndamere,52.17,161
