"날짜","종가","전일비","시가","고가","저가","거래량","종목"
"2021.03.10","37,800","800","37,150","39,050","37,050","143,383","롯데하이마트"
"2021.03.09","37,000","150","37,700","37,700","36,000","71,546","롯데하이마트"
"2021.03.08","36,850","750","37,850","37,900","36,800","54,532","롯데하이마트"
"2021.03.05","37,600","0","37,000","37,600","36,600","50,835","롯데하이마트"
"2021.03.04","37,600","250","36,850","37,600","36,300","52,340","롯데하이마트"
"2021.03.03","37,350","700","36,200","37,400","36,200","49,951","롯데하이마트"
"2021.03.02","36,650","800","37,800","37,800","36,400","55,329","롯데하이마트"
"2021.02.26","37,450","300","36,000","37,450","35,600","83,549","롯데하이마트"
"2021.02.25","37,150","1,100","36,150","37,300","36,100","63,661","롯데하이마트"
"2021.02.24","36,050","700","36,850","37,550","35,700","68,873","롯데하이마트"
"2021.02.23","36,750","0","36,750","37,200","36,000","69,492","롯데하이마트"
"2021.02.22","36,750","700","37,400","37,750","36,550","55,442","롯데하이마트"
"2021.02.19","37,450","0","37,750","37,750","36,350","63,584","롯데하이마트"
"2021.02.18","37,450","800","38,200","38,250","37,450","76,532","롯데하이마트"
"2021.02.17","38,250","400","38,650","38,750","38,200","46,080","롯데하이마트"
"2021.02.16","38,650","150","38,350","39,000","38,150","51,752","롯데하이마트"
"2021.02.15","38,500","650","39,150","39,200","38,500","76,746","롯데하이마트"
"2021.02.10","39,150","250","39,600","39,600","38,800","75,613","롯데하이마트"
"2021.02.09","39,400","800","40,500","40,500","39,200","83,808","롯데하이마트"
"2021.02.08","40,200","750","39,650","40,350","39,350","116,158","롯데하이마트"
"2021.02.05","39,450","50","41,300","41,400","38,800","230,777","롯데하이마트"
"2021.02.04","39,500","350","40,650","40,650","39,300","106,664","롯데하이마트"
"2021.02.03","39,850","100","40,150","40,500","39,150","103,218","롯데하이마트"
"2021.02.02","39,950","500","39,500","40,600","39,350","112,031","롯데하이마트"
"2021.02.01","39,450","150","38,900","39,800","38,500","77,999","롯데하이마트"
"2021.01.29","39,300","500","39,950","40,400","37,900","148,809","롯데하이마트"
"2021.01.28","39,800","900","40,450","40,450","39,550","125,447","롯데하이마트"
"2021.01.27","40,700","300","41,000","41,700","39,800","182,359","롯데하이마트"
"2021.01.26","41,000","1,100","42,100","42,150","40,900","170,825","롯데하이마트"
"2021.01.25","42,100","1,300","43,900","43,950","41,750","259,773","롯데하이마트"
"2021.01.22","43,400","5,800","38,550","45,250","38,500","1,353,043","롯데하이마트"
"2021.01.21","37,600","300","37,250","38,300","36,900","166,174","롯데하이마트"
"2021.01.20","37,300","50","37,550","37,550","36,800","132,600","롯데하이마트"
"2021.01.19","37,250","1,650","35,600","37,450","35,600","121,079","롯데하이마트"
"2021.01.18","35,600","1,550","37,150","37,350","35,400","160,940","롯데하이마트"
"2021.01.15","37,150","1,150","38,450","38,700","37,000","202,420","롯데하이마트"
"2021.01.14","38,300","1,300","38,450","38,900","37,600","339,081","롯데하이마트"
"2021.01.13","37,000","1,900","35,400","37,350","35,150","426,267","롯데하이마트"
"2021.01.12","35,100","450","34,100","35,350","33,700","219,447","롯데하이마트"
"2021.01.11","34,650","1,100","35,100","35,800","33,200","378,008","롯데하이마트"
"2021.01.08","33,550","550","33,800","34,400","33,200","317,903","롯데하이마트"
"2021.01.07","33,000","1,450","31,800","33,000","31,750","260,549","롯데하이마트"
"2021.01.06","31,550","500","31,050","32,250","30,950","242,762","롯데하이마트"
"2021.01.05","31,050","350","30,500","31,050","30,400","91,726","롯데하이마트"
"2021.01.04","30,700","450","31,000","31,000","30,550","119,477","롯데하이마트"
"2020.12.30","31,150","150","31,000","31,350","30,900","107,672","롯데하이마트"
"2020.12.29","31,000","600","31,000","31,150","30,700","79,717","롯데하이마트"
"2020.12.28","31,600","100","31,800","31,850","31,350","75,585","롯데하이마트"
"2020.12.24","31,500","500","30,950","31,500","30,950","67,928","롯데하이마트"
"2020.12.23","31,000","50","31,200","31,200","30,750","53,825","롯데하이마트"
"2020.12.22","30,950","200","31,050","31,150","30,950","61,528","롯데하이마트"
"2020.12.21","31,150","150","31,100","31,200","30,900","58,309","롯데하이마트"
"2020.12.18","31,000","400","31,450","31,600","30,900","125,255","롯데하이마트"
"2020.12.17","31,400","250","31,650","31,700","31,300","64,478","롯데하이마트"
"2020.12.16","31,650","50","31,650","32,000","31,600","42,083","롯데하이마트"
"2020.12.15","31,600","350","32,000","32,000","31,500","70,578","롯데하이마트"
"2020.12.14","31,950","150","32,000","32,400","31,650","78,352","롯데하이마트"
"2020.12.11","32,100","50","32,150","32,450","31,900","100,027","롯데하이마트"
"2020.12.10","32,150","1,100","31,100","32,250","30,800","143,504","롯데하이마트"
"2020.12.09","31,050","0","30,900","31,250","30,900","42,210","롯데하이마트"
"2020.12.08","31,050","200","31,200","31,400","30,900","52,444","롯데하이마트"
"2020.12.07","31,250","100","31,350","31,400","30,950","63,648","롯데하이마트"
"2020.12.04","31,350","150","31,500","31,550","31,150","83,158","롯데하이마트"
"2020.12.03","31,500","150","31,650","31,650","31,200","89,893","롯데하이마트"
"2020.12.02","31,650","0","31,750","31,800","31,400","91,604","롯데하이마트"
"2020.12.01","31,650","200","31,500","31,900","31,450","50,730","롯데하이마트"
"2020.11.30","31,450","350","31,900","32,300","31,450","68,886","롯데하이마트"
"2020.11.27","31,800","50","31,750","32,100","31,600","40,310","롯데하이마트"
"2020.11.26","31,750","100","31,650","31,950","31,450","55,282","롯데하이마트"
"2020.11.25","31,850","400","32,300","32,500","31,600","119,483","롯데하이마트"
"2020.11.24","32,250","250","32,000","32,600","31,950","80,799","롯데하이마트"
"2020.11.23","32,000","400","31,600","32,000","31,300","69,860","롯데하이마트"
"2020.11.20","31,600","400","31,550","31,750","31,250","56,655","롯데하이마트"
"2020.11.19","31,200","400","31,600","31,700","31,100","63,304","롯데하이마트"
"2020.11.18","31,600","650","32,250","32,400","31,600","77,790","롯데하이마트"
"2020.11.17","32,250","0","32,000","32,500","32,000","53,288","롯데하이마트"
"2020.11.16","32,250","0","32,100","32,550","32,000","72,525","롯데하이마트"
"2020.11.13","32,250","550","32,800","32,800","32,100","65,830","롯데하이마트"
"2020.11.12","32,800","100","32,600","32,900","31,650","121,061","롯데하이마트"
"2020.11.11","32,700","800","32,000","32,800","31,900","136,776","롯데하이마트"
"2020.11.10","31,900","0","32,600","32,650","31,600","120,747","롯데하이마트"
"2020.11.09","31,900","400","32,000","32,650","31,750","155,657","롯데하이마트"
"2020.11.06","31,500","50","31,700","32,050","31,100","91,761","롯데하이마트"
"2020.11.05","31,550","950","30,650","31,550","30,500","65,617","롯데하이마트"
"2020.11.04","30,600","100","30,950","31,050","30,400","41,820","롯데하이마트"
"2020.11.03","30,700","100","30,800","31,100","30,400","67,218","롯데하이마트"
"2020.11.02","30,800","200","30,600","30,950","30,400","44,950","롯데하이마트"
"2020.10.30","30,600","100","30,500","30,600","30,000","61,390","롯데하이마트"
"2020.10.29","30,500","1,050","30,800","31,000","30,200","101,823","롯데하이마트"
"2021.03.25","31,900","150","31,850","32,150","31,550","162,225","풍산"
"2021.03.24","31,750","50","31,400","31,850","31,150","209,481","풍산"
"2021.03.23","31,700","650","32,500","32,850","31,500","343,321","풍산"
"2021.03.22","32,350","450","32,000","32,350","31,550","230,483","풍산"
"2021.03.19","31,900","350","31,900","32,050","31,600","249,813","풍산"
"2021.03.18","32,250","0","32,550","32,600","32,100","227,665","풍산"
"2021.03.17","32,250","500","32,550","32,600","31,700","393,629","풍산"
"2021.03.16","32,750","50","33,100","33,550","32,700","356,827","풍산"
"2021.03.15","32,800","100","33,150","33,150","32,400","255,517","풍산"
"2021.03.12","32,900","450","32,850","33,300","32,400","305,674","풍산"
"2021.03.11","32,450","200","32,700","33,050","31,950","446,166","풍산"
"2021.03.10","32,650","1,400","34,100","34,200","32,600","457,209","풍산"
"2021.03.09","34,050","150","34,500","34,800","33,450","307,860","풍산"
"2021.03.08","34,200","350","34,700","35,600","34,150","549,491","풍산"
"2021.03.05","34,550","150","33,750","34,600","33,050","530,257","풍산"
"2021.03.04","34,700","950","35,000","35,350","34,050","443,844","풍산"
"2021.03.03","35,650","200","35,700","36,500","35,250","673,417","풍산"
"2021.03.02","35,450","1,150","36,600","36,650","34,700","894,373","풍산"
"2021.02.26","36,600","100","35,500","36,600","34,700","678,843","풍산"
"2021.02.25","36,500","1,750","36,750","36,800","35,650","727,610","풍산"
"2021.02.24","34,750","550","35,900","37,050","34,600","1,221,540","풍산"
"2021.02.23","35,300","1,300","36,900","39,700","35,050","2,256,716","풍산"
"2021.02.22","36,600","3,650","33,950","37,400","33,700","2,877,677","풍산"
"2021.02.19","32,950","100","33,400","33,650","32,000","478,794","풍산"
"2021.02.18","33,050","1,450","34,700","34,750","33,050","866,274","풍산"
"2021.02.17","34,500","1,400","33,850","34,850","33,100","2,366,198","풍산"
"2021.02.16","33,100","2,250","31,700","34,550","31,650","2,890,869","풍산"
"2021.02.15","30,850","1,000","30,200","30,900","30,050","376,500","풍산"
"2021.02.10","29,850","100","30,050","30,350","29,700","240,377","풍산"
"2021.02.09","29,950","250","31,000","31,200","29,900","441,005","풍산"
"2021.02.08","29,700","350","29,950","30,300","29,500","268,607","풍산"
"2021.02.05","29,350","450","29,150","29,350","28,800","173,183","풍산"
"2021.02.04","28,900","300","29,350","29,350","28,600","204,309","풍산"
"2021.02.03","29,200","300","29,600","29,700","29,000","242,027","풍산"
"2021.02.02","29,500","700","29,750","29,900","29,100","335,316","풍산"
"2021.02.01","28,800","300","28,550","28,900","28,150","279,501","풍산"
"2021.01.29","28,500","1,600","30,350","30,450","28,400","423,594","풍산"
"2021.01.28","30,100","1,150","30,500","30,500","29,950","298,697","풍산"
"2021.01.27","31,250","50","31,350","31,650","31,000","266,218","풍산"
"2021.01.26","31,200","400","31,000","33,300","30,500","1,317,135","풍산"
"2021.01.25","30,800","800","30,100","30,800","30,100","343,255","풍산"
"2021.01.22","30,000","250","30,400","30,400","29,850","297,709","풍산"
"2021.01.21","30,250","0","30,650","30,700","30,100","299,853","풍산"
"2021.01.20","30,250","100","30,500","30,550","29,900","298,992","풍산"
"2021.01.19","30,350","1,150","30,950","32,150","29,950","1,358,108","풍산"
"2021.01.18","29,200","600","29,650","29,650","28,850","339,115","풍산"
"2021.01.15","29,800","400","30,750","30,750","29,800","280,123","풍산"
"2021.01.14","30,200","150","30,650","31,200","30,050","401,941","풍산"
"2021.01.13","30,050","300","30,000","30,250","29,450","249,491","풍산"
"2021.01.12","29,750","450","30,150","30,150","29,050","464,460","풍산"
"2021.01.11","30,200","1,050","31,700","31,700","29,350","692,310","풍산"
"2021.01.08","31,250","350","31,100","31,450","30,450","617,812","풍산"
"2021.01.07","30,900","1,850","29,800","31,650","29,750","1,184,979","풍산"
"2021.01.06","29,050","400","29,950","30,450","29,000","591,316","풍산"
"2021.01.05","29,450","1,250","28,200","29,600","28,050","715,323","풍산"
"2021.01.04","28,200","250","28,350","28,350","27,800","385,323","풍산"
"2020.12.30","27,950","950","27,000","28,050","27,000","333,990","풍산"
"2020.12.29","27,000","200","27,150","27,350","26,800","210,640","풍산"
"2020.12.28","27,200","200","27,600","27,750","27,000","226,872","풍산"
"2020.12.24","27,400","300","27,350","27,800","27,150","187,288","풍산"
"2020.12.23","27,100","450","27,900","27,900","26,750","393,025","풍산"
"2020.12.22","27,550","650","28,000","28,350","27,550","230,671","풍산"
"2020.12.21","28,200","100","28,400","28,450","27,750","271,279","풍산"
"2020.12.18","28,100","50","28,100","28,400","27,950","243,810","풍산"
"2020.12.17","28,050","450","28,550","28,550","27,750","295,178","풍산"
"2020.12.16","28,500","400","28,450","28,650","28,050","238,396","풍산"
"2020.12.15","28,100","350","28,550","28,700","27,900","272,316","풍산"
"2020.12.14","28,450","850","29,200","29,200","28,300","436,285","풍산"
"2020.12.11","29,300","400","29,150","29,350","28,750","260,521","풍산"
"2020.12.10","28,900","150","28,800","29,300","28,500","327,608","풍산"
"2020.12.09","29,050","300","28,800","29,150","28,650","377,469","풍산"
"2020.12.08","28,750","550","29,450","29,650","28,500","322,068","풍산"
"2020.12.07","29,300","500","29,400","29,750","28,850","474,977","풍산"
"2020.12.04","28,800","1,100","27,850","29,200","27,700","765,018","풍산"
"2020.12.03","27,700","50","27,950","28,000","27,100","268,018","풍산"
"2020.12.02","27,750","100","27,900","27,950","27,500","193,720","풍산"
"2020.12.01","27,650","250","27,450","27,800","27,250","268,633","풍산"
"2020.11.30","27,400","450","27,150","27,550","27,050","324,017","풍산"
"2020.11.27","26,950","150","26,800","27,100","26,600","183,315","풍산"
"2020.11.26","26,800","50","26,650","27,150","26,650","190,741","풍산"
"2020.11.25","26,850","350","27,500","27,850","26,700","343,890","풍산"
"2020.11.24","27,200","300","27,700","27,700","27,050","295,973","풍산"
"2020.11.23","27,500","1,300","26,500","27,550","26,300","572,704","풍산"
"2020.11.20","26,200","150","26,050","26,350","25,850","133,337","풍산"
"2020.11.19","26,050","200","26,250","26,250","25,600","180,905","풍산"
"2020.11.18","26,250","400","26,750","26,750","26,200","188,004","풍산"
"2020.11.17","26,650","100","26,900","27,200","26,550","296,959","풍산"
"2020.11.16","26,550","650","26,050","26,700","25,900","340,522","풍산"
"2020.11.13","25,900","400","26,400","26,400","25,750","232,423","풍산"
"2020.11.12","26,300","450","26,850","26,850","26,050","258,463","풍산"
"2020.11.11","26,750","300","26,450","26,950","26,050","330,413","풍산"
"2020.11.10","26,450","700","25,900","26,650","25,600","495,671","풍산"
"2020.11.09","25,750","450","25,900","25,900","25,400","422,320","풍산"
"2020.11.06","25,300","150","25,600","25,700","25,250","210,975","풍산"
"2020.11.05","25,450","700","25,400","25,800","25,200","372,207","풍산"
"2020.11.04","24,750","650","25,500","25,600","24,450","403,773","풍산"
"2020.11.03","25,400","650","24,950","27,200","24,950","914,327","풍산"
"2020.11.02","24,750","300","25,050","25,050","24,450","312,644","풍산"
"2020.10.30","24,450","1,050","25,350","25,450","24,250","368,144","풍산"
"2020.10.29","25,500","900","25,700","25,900","25,000","418,257","풍산"
"2021.03.25","60,200","200","60,000","61,200","59,900","79,519","SNT모티브"
"2021.03.24","60,400","2,700","62,800","62,800","60,100","97,055","SNT모티브"
"2021.03.23","63,100","800","64,000","64,000","62,200","47,721","SNT모티브"
"2021.03.22","63,900","1,100","63,600","63,900","62,300","35,768","SNT모티브"
"2021.03.19","62,800","1,600","63,800","63,800","62,200","52,085","SNT모티브"
"2021.03.18","64,400","900","65,300","66,800","64,400","61,881","SNT모티브"
"2021.03.17","65,300","200","66,000","66,000","64,300","36,089","SNT모티브"
"2021.03.16","65,100","300","66,400","66,600","64,200","66,174","SNT모티브"
"2021.03.15","65,400","600","65,100","66,300","63,500","57,655","SNT모티브"
"2021.03.12","64,800","1,800","63,600","65,100","63,600","61,858","SNT모티브"
"2021.03.11","63,000","2,700","60,300","63,200","59,700","66,360","SNT모티브"
"2021.03.10","60,300","1,700","59,800","64,000","59,700","103,764","SNT모티브"
"2021.03.09","58,600","2,800","60,900","61,400","57,500","105,022","SNT모티브"
"2021.03.08","61,400","1,700","63,100","63,500","61,200","35,519","SNT모티브"
"2021.03.05","63,100","1,300","63,200","64,200","61,600","50,058","SNT모티브"
"2021.03.04","64,400","100","64,100","64,800","62,800","40,214","SNT모티브"
"2021.03.03","64,500","300","64,300","66,100","63,500","52,956","SNT모티브"
"2021.03.02","64,200","1,500","63,700","65,300","62,700","83,635","SNT모티브"
"2021.02.26","62,700","2,100","62,700","63,500","61,200","85,120","SNT모티브"
"2021.02.25","64,800","2,200","63,100","65,400","62,200","70,567","SNT모티브"
"2021.02.24","62,600","2,900","65,200","66,100","62,100","91,549","SNT모티브"
"2021.02.23","65,500","400","65,100","66,600","64,700","62,949","SNT모티브"
"2021.02.22","65,900","200","66,500","66,500","65,100","53,405","SNT모티브"
"2021.02.19","66,100","500","65,800","66,300","64,800","99,920","SNT모티브"
"2021.02.18","65,600","1,600","67,200","67,200","65,500","80,739","SNT모티브"
"2021.02.17","67,200","400","66,800","67,200","65,700","83,941","SNT모티브"
"2021.02.16","66,800","100","67,200","68,300","66,400","88,290","SNT모티브"
"2021.02.15","66,900","1,100","68,000","68,900","66,500","77,109","SNT모티브"
"2021.02.10","68,000","500","68,500","69,000","66,800","112,538","SNT모티브"
"2021.02.09","68,500","1,100","68,600","70,900","67,900","110,299","SNT모티브"
"2021.02.08","69,600","1,900","70,000","70,400","67,100","116,434","SNT모티브"
"2021.02.05","71,500","1,000","73,900","74,000","71,300","215,352","SNT모티브"
"2021.02.04","72,500","1,300","72,500","74,700","71,400","180,234","SNT모티브"
"2021.02.03","71,200","400","72,000","74,800","70,900","232,150","SNT모티브"
"2021.02.02","71,600","100","71,800","73,300","70,500","162,472","SNT모티브"
"2021.02.01","71,700","700","71,800","72,600","70,200","112,586","SNT모티브"
"2021.01.29","72,400","900","71,500","73,400","68,500","161,926","SNT모티브"
"2021.01.28","71,500","2,200","72,300","73,500","71,000","137,793","SNT모티브"
"2021.01.27","73,700","1,000","74,900","75,700","72,000","174,565","SNT모티브"
"2021.01.26","74,700","2,300","76,400","76,400","73,500","190,498","SNT모티브"
"2021.01.25","77,000","2,200","79,300","80,000","75,300","224,182","SNT모티브"
"2021.01.22","79,200","2,200","75,800","81,600","75,200","570,593","SNT모티브"
"2021.01.21","77,000","16,000","64,000","79,300","63,500","1,254,690","SNT모티브"
"2021.01.20","61,000","4,000","59,900","61,000","58,200","295,451","SNT모티브"
"2021.01.19","57,000","2,800","55,000","57,600","54,900","160,634","SNT모티브"
"2021.01.18","54,200","2,100","56,400","58,000","54,100","123,732","SNT모티브"
"2021.01.15","56,300","800","56,500","57,500","55,700","196,207","SNT모티브"
"2021.01.14","55,500","1,600","54,200","55,800","53,200","147,933","SNT모티브"
"2021.01.13","53,900","900","55,100","55,800","53,300","183,607","SNT모티브"
"2021.01.12","54,800","3,800","57,700","57,700","53,000","276,852","SNT모티브"
"2021.01.11","58,600","600","61,100","63,000","56,900","290,165","SNT모티브"
"2021.01.08","59,200","5,800","55,100","61,600","53,500","510,010","SNT모티브"
"2021.01.07","53,400","300","53,100","55,100","53,100","97,990","SNT모티브"
"2021.01.06","53,100","2,100","54,700","55,500","52,800","124,121","SNT모티브"
"2021.01.05","55,200","500","55,300","55,400","52,700","199,260","SNT모티브"
"2021.01.04","55,700","6,300","49,800","56,200","49,600","413,052","SNT모티브"
"2020.12.30","49,400","350","49,350","50,000","49,100","139,166","SNT모티브"
"2020.12.29","49,050","1,050","49,600","49,800","48,700","90,830","SNT모티브"
"2020.12.28","50,100","500","49,500","50,500","49,450","101,198","SNT모티브"
"2020.12.24","49,600","1,500","52,100","52,100","49,350","154,272","SNT모티브"
"2020.12.23","51,100","2,800","48,950","55,600","48,050","730,131","SNT모티브"
"2020.12.22","48,300","600","48,650","48,950","48,200","32,148","SNT모티브"
"2020.12.21","48,900","100","49,350","49,350","48,400","43,302","SNT모티브"
"2020.12.18","49,000","950","49,800","49,900","48,500","59,760","SNT모티브"
"2020.12.17","49,950","1,150","51,100","51,100","49,400","75,383","SNT모티브"
"2020.12.16","51,100","1,600","49,650","51,400","49,650","115,036","SNT모티브"
"2020.12.15","49,500","1,750","48,000","50,000","47,900","133,016","SNT모티브"
"2020.12.14","47,750","900","48,750","48,750","47,600","70,516","SNT모티브"
"2020.12.11","48,650","650","48,050","48,750","47,550","68,775","SNT모티브"
"2020.12.10","48,000","1,100","49,500","49,500","47,850","121,578","SNT모티브"
"2020.12.09","49,100","150","49,200","49,450","48,850","47,266","SNT모티브"
"2020.12.08","49,250","200","48,500","50,400","48,500","73,914","SNT모티브"
"2020.12.07","49,050","1,050","50,000","50,000","48,900","75,249","SNT모티브"
"2020.12.04","50,100","200","50,200","50,400","49,700","82,639","SNT모티브"
"2020.12.03","50,300","100","50,500","51,200","50,100","110,399","SNT모티브"
"2020.12.02","50,400","800","51,100","51,200","50,400","59,444","SNT모티브"
"2020.12.01","51,200","1,600","50,500","51,400","49,600","110,249","SNT모티브"
"2020.11.30","49,600","1,300","51,000","51,400","49,600","106,305","SNT모티브"
"2020.11.27","50,900","300","50,700","51,300","50,500","48,717","SNT모티브"
"2020.11.26","51,200","500","51,300","51,900","50,600","60,151","SNT모티브"
"2020.11.25","51,700","300","52,100","52,700","51,500","52,341","SNT모티브"
"2020.11.24","52,000","700","52,800","52,900","51,200","70,662","SNT모티브"
"2020.11.23","52,700","1,100","51,600","52,800","51,500","37,947","SNT모티브"
"2020.11.20","51,600","300","51,300","52,000","51,200","41,501","SNT모티브"
"2020.11.19","51,300","1,400","52,700","52,700","51,200","59,820","SNT모티브"
"2020.11.18","52,700","1,100","54,900","54,900","52,300","44,184","SNT모티브"
"2020.11.17","53,800","500","53,300","54,000","52,900","33,722","SNT모티브"
"2020.11.16","53,300","500","53,700","54,000","52,600","54,242","SNT모티브"
"2020.11.13","53,800","500","52,800","54,100","52,800","29,394","SNT모티브"
"2020.11.12","53,300","800","53,500","54,000","52,600","44,348","SNT모티브"
"2020.11.11","54,100","700","54,900","56,100","54,100","51,021","SNT모티브"
"2020.11.10","54,800","200","54,200","55,200","53,900","38,862","SNT모티브"
"2020.11.09","54,600","300","54,300","55,700","53,800","35,783","SNT모티브"
"2020.11.06","54,300","700","55,000","55,300","53,700","32,079","SNT모티브"
"2020.11.05","55,000","1,900","53,200","55,000","53,200","47,809","SNT모티브"
"2020.11.04","53,100","400","53,600","55,200","52,600","91,536","SNT모티브"
"2020.11.03","52,700","1,200","51,700","53,200","51,400","36,909","SNT모티브"
"2020.11.02","51,500","1,000","51,200","51,800","50,500","18,879","SNT모티브"
"2020.10.30","50,500","200","50,700","52,200","49,850","46,686","SNT모티브"
"2020.10.29","50,700","1,200","51,200","51,900","50,500","28,989","SNT모티브"
"2021.03.25","14,000","50","14,100","14,150","14,000","97,476","오리온홀딩스"
"2021.03.24","14,050","100","14,050","14,150","13,950","117,126","오리온홀딩스"
"2021.03.23","14,150","100","14,300","14,400","14,050","139,064","오리온홀딩스"
"2021.03.22","14,250","150","14,000","14,250","13,950","179,904","오리온홀딩스"
"2021.03.19","14,100","50","14,050","14,100","13,900","174,791","오리온홀딩스"
"2021.03.18","14,150","0","14,250","14,350","14,000","175,906","오리온홀딩스"
"2021.03.17","14,150","150","14,250","14,300","14,100","123,786","오리온홀딩스"
"2021.03.16","14,300","0","14,400","14,400","14,200","165,373","오리온홀딩스"
"2021.03.15","14,300","350","14,050","14,450","13,950","292,389","오리온홀딩스"
"2021.03.12","13,950","50","14,000","14,150","13,900","139,586","오리온홀딩스"
"2021.03.11","13,900","150","13,800","14,000","13,800","164,319","오리온홀딩스"
"2021.03.10","13,750","100","13,900","13,950","13,750","135,107","오리온홀딩스"
"2021.03.09","13,850","100","13,950","14,050","13,750","169,166","오리온홀딩스"
"2021.03.08","13,950","0","14,000","14,050","13,800","158,211","오리온홀딩스"
"2021.03.05","13,950","50","13,850","14,050","13,750","143,101","오리온홀딩스"
"2021.03.04","14,000","0","13,900","14,050","13,800","136,627","오리온홀딩스"
"2021.03.03","14,000","150","13,950","14,050","13,850","143,812","오리온홀딩스"
"2021.03.02","13,850","100","13,950","14,000","13,750","184,000","오리온홀딩스"
"2021.02.26","13,750","350","13,850","13,900","13,600","275,198","오리온홀딩스"
"2021.02.25","14,100","300","14,000","14,100","13,900","165,929","오리온홀딩스"
"2021.02.24","13,800","350","14,200","14,450","13,800","428,984","오리온홀딩스"
"2021.02.23","14,150","50","14,100","14,250","14,000","320,229","오리온홀딩스"
"2021.02.22","14,200","200","14,450","14,500","14,150","241,810","오리온홀딩스"
"2021.02.19","14,400","150","14,550","14,600","14,150","331,500","오리온홀딩스"
"2021.02.18","14,550","0","14,800","14,900","14,550","362,205","오리온홀딩스"
"2021.02.17","14,550","50","14,500","14,650","14,300","355,877","오리온홀딩스"
"2021.02.16","14,500","50","14,550","14,550","14,250","284,352","오리온홀딩스"
"2021.02.15","14,450","0","14,550","14,750","14,350","358,221","오리온홀딩스"
"2021.02.10","14,450","0","14,450","14,550","14,300","321,946","오리온홀딩스"
"2021.02.09","14,450","50","14,400","14,600","14,250","338,832","오리온홀딩스"
"2021.02.08","14,400","250","14,250","14,700","14,200","623,816","오리온홀딩스"
"2021.02.05","14,150","150","14,200","14,250","13,900","304,833","오리온홀딩스"
"2021.02.04","14,000","250","13,850","14,250","13,800","661,669","오리온홀딩스"
"2021.02.03","13,750","150","13,650","13,850","13,550","390,117","오리온홀딩스"
"2021.02.02","13,600","50","13,750","13,900","13,500","300,669","오리온홀딩스"
"2021.02.01","13,650","250","13,400","13,700","13,300","342,629","오리온홀딩스"
"2021.01.29","13,400","500","13,900","14,100","13,300","546,108","오리온홀딩스"
"2021.01.28","13,900","150","13,600","14,350","13,400","803,517","오리온홀딩스"
"2021.01.27","13,750","650","13,150","13,800","13,100","852,573","오리온홀딩스"
"2021.01.26","13,100","50","13,200","13,200","13,000","222,793","오리온홀딩스"
"2021.01.25","13,150","150","13,000","13,200","13,000","225,025","오리온홀딩스"
"2021.01.22","13,000","150","13,150","13,150","13,000","248,718","오리온홀딩스"
"2021.01.21","13,150","50","13,100","13,200","13,000","223,910","오리온홀딩스"
"2021.01.20","13,100","50","13,150","13,200","13,000","198,644","오리온홀딩스"
"2021.01.19","13,150","50","13,100","13,250","13,050","201,359","오리온홀딩스"
"2021.01.18","13,100","50","13,200","13,300","13,050","238,300","오리온홀딩스"
"2021.01.15","13,150","0","13,200","13,500","13,150","444,782","오리온홀딩스"
"2021.01.14","13,150","50","13,200","13,200","13,100","177,143","오리온홀딩스"
"2021.01.13","13,200","150","13,100","13,200","13,000","231,550","오리온홀딩스"
"2021.01.12","13,050","200","13,300","13,300","13,000","271,905","오리온홀딩스"
"2021.01.11","13,250","150","13,400","13,500","13,150","406,338","오리온홀딩스"
"2021.01.08","13,400","200","13,250","13,400","13,100","398,461","오리온홀딩스"
"2021.01.07","13,200","100","13,200","13,350","13,100","337,751","오리온홀딩스"
"2021.01.06","13,100","200","13,400","13,450","13,000","383,360","오리온홀딩스"
"2021.01.05","13,300","400","12,900","13,300","12,900","314,113","오리온홀딩스"
"2021.01.04","12,900","300","13,200","13,200","12,850","348,307","오리온홀딩스"
"2020.12.30","13,200","100","13,300","13,350","13,100","274,686","오리온홀딩스"
"2020.12.29","13,300","650","13,500","13,550","13,250","343,909","오리온홀딩스"
"2020.12.28","13,950","150","13,850","13,950","13,700","410,461","오리온홀딩스"
"2020.12.24","13,800","150","13,750","13,850","13,650","216,953","오리온홀딩스"
"2020.12.23","13,650","50","13,600","13,800","13,500","249,921","오리온홀딩스"
"2020.12.22","13,600","300","13,850","13,900","13,550","290,291","오리온홀딩스"
"2020.12.21","13,900","150","13,950","13,950","13,650","275,031","오리온홀딩스"
"2020.12.18","13,750","250","13,550","13,900","13,500","364,784","오리온홀딩스"
"2020.12.17","13,500","0","13,550","13,550","13,400","175,484","오리온홀딩스"
"2020.12.16","13,500","0","13,600","13,600","13,400","181,120","오리온홀딩스"
"2020.12.15","13,500","150","13,400","13,500","13,350","261,287","오리온홀딩스"
"2020.12.14","13,350","50","13,350","13,500","13,300","222,026","오리온홀딩스"
"2020.12.11","13,400","250","13,250","13,400","13,200","212,838","오리온홀딩스"
"2020.12.10","13,150","0","13,100","13,300","13,050","221,483","오리온홀딩스"
"2020.12.09","13,150","100","13,050","13,250","13,050","146,401","오리온홀딩스"
"2020.12.08","13,050","150","13,250","13,250","13,000","215,981","오리온홀딩스"
"2020.12.07","13,200","100","13,350","13,350","13,200","228,145","오리온홀딩스"
"2020.12.04","13,300","50","13,250","13,450","13,150","302,791","오리온홀딩스"
"2020.12.03","13,250","100","13,350","13,400","13,200","217,653","오리온홀딩스"
