"","from","to","winningRate","matchCount","winningRateText","line"
"2925","Evelynn",48.13,827,"Lose","Jungle","Kindred"
"2926","Poppy",47.91,766,"Lose","Jungle","Kindred"
"2927","Rek'Sai",49.16,714,"Lose","Jungle","Kindred"
"2928","Fiddlesticks",46.45,633,"Lose","Jungle","Kindred"
"2929","Warwick",49.19,616,"Lose","Jungle","Kindred"
"2930","Jarvan IV",51.14,569,"Win","Jungle","Kindred"
"2931","Hecarim",55.4,565,"Win","Jungle","Kindred"
"2932","Rammus",49.64,562,"Lose","Jungle","Kindred"
"2933","Volibear",52.02,521,"Win","Jungle","Kindred"
"2934","Udyr",54.41,476,"Win","Jungle","Kindred"
"2935","Karthus",47.97,469,"Lose","Jungle","Kindred"
"2936","Sejuani",50.49,410,"Win","Jungle","Kindred"
"2937","Vi",50.87,403,"Win","Jungle","Kindred"
"2938","Lillia",56.58,403,"Win","Jungle","Kindred"
"2939","Taliyah",50.79,382,"Win","Jungle","Kindred"
"2940","Gragas",50.94,373,"Win","Jungle","Kindred"
"2941","Amumu",50.68,365,"Win","Jungle","Kindred"
"2942","Olaf",53.21,327,"Win","Jungle","Kindred"
"2943","Trundle",57.1,310,"Win","Jungle","Kindred"
"2944","Shyvana",55.97,268,"Win","Jungle","Kindred"
"2945","Jax",54.78,230,"Win","Jungle","Kindred"
"2946","Gwen",51.34,224,"Win","Jungle","Kindred"
"2947","Rengar",50.48,210,"Win","Jungle","Kindred"
"2948","Wukong",50,146,"Draw","Jungle","Kindred"
"2949","Ivern",51.47,136,"Win","Jungle","Kindred"
"2950","Camille",56.84,95,"Win","Jungle","Kindred"
"2951","Aatrox",49.88,810,"Lose","Top","Kled"
"2952","Sett",48.39,775,"Lose","Top","Kled"
"2953","Sylas",54.53,640,"Win","Top","Kled"
"2954","Renekton",57.56,443,"Win","Top","Kled"
"2955","Akali",55.64,417,"Win","Top","Kled"
"2956","Shen",47.56,389,"Lose","Top","Kled"
"2957","Darius",56.81,345,"Win","Top","Kled"
"2958","Irelia",56.72,335,"Win","Top","Kled"
"2959","Ornn",50,310,"Draw","Top","Kled"
"2960","Lee Sin",57.34,293,"Win","Top","Kled"
"2961","Gwen",48.62,290,"Lose","Top","Kled"
"2962","Mordekaiser",50.88,285,"Win","Top","Kled"
"2963","Fiora",50,276,"Draw","Top","Kled"
"2964","Gnar",53.23,263,"Win","Top","Kled"
"2965","Malphite",56.92,260,"Win","Top","Kled"
"2966","Garen",45.38,260,"Lose","Top","Kled"
"2967","Jax",51.57,254,"Win","Top","Kled"
"2968","Jayce",45.31,245,"Lose","Top","Kled"
"2969","Riven",53.98,226,"Win","Top","Kled"
"2970","Volibear",50,200,"Draw","Top","Kled"
"2971","Kayle",46.81,188,"Lose","Top","Kled"
"2972","Vladimir",59.68,186,"Win","Top","Kled"
"2973","Rumble",59.74,154,"Win","Top","Kled"
"2974","Camille",44.16,154,"Lose","Top","Kled"
"2975","Vayne",46.32,136,"Lose","Top","Kled"
"2976","Sion",54.14,133,"Win","Top","Kled"
"2977","Tryndamere",55.47,128,"Win","Top","Kled"
"2978","Gangplank",60.32,126,"Win","Top","Kled"
"2979","Urgot",50.82,122,"Win","Top","Kled"
"2980","Nasus",51.24,121,"Win","Top","Kled"
"2981","Teemo",54.62,119,"Win","Top","Kled"
"2982","Kennen",47.86,117,"Lose","Top","Kled"
"2983","Wukong",47.66,107,"Lose","Top","Kled"
"2984","Poppy",50.51,99,"Win","Top","Kled"
"2985","Rengar",53.49,86,"Win","Top","Kled"
"2986","Maokai",55,80,"Win","Top","Kled"
"2987","Illaoi",55,80,"Win","Top","Kled"
"2988","Viego",51.95,77,"Win","Top","Kled"
"2989","Warwick",53.62,69,"Win","Top","Kled"
"2990","Yasuo",53.73,67,"Win","Top","Kled"
"2991","Lucian",52.46,61,"Win","Top","Kled"
"2992","Zac",43.86,57,"Lose","Top","Kled"
"2993","Ryze",49.06,53,"Lose","Top","Kled"
"2994","Singed",54.72,53,"Win","Top","Kled"
"2995","Cho'Gath",46.15,52,"Lose","Top","Kled"
"2996","Aatrox",49.88,810,"Lose","Middle","Kled"
"2997","Sett",48.39,775,"Lose","Middle","Kled"
"2998","Sylas",54.53,640,"Win","Middle","Kled"
"2999","Renekton",57.56,443,"Win","Middle","Kled"
"3000","Akali",55.64,417,"Win","Middle","Kled"
"3001","Shen",47.56,389,"Lose","Middle","Kled"
"3002","Darius",56.81,345,"Win","Middle","Kled"
"3003","Irelia",56.72,335,"Win","Middle","Kled"
"3004","Ornn",50,310,"Draw","Middle","Kled"
"3005","Lee Sin",57.34,293,"Win","Middle","Kled"
"3006","Gwen",48.62,290,"Lose","Middle","Kled"
"3007","Mordekaiser",50.88,285,"Win","Middle","Kled"
"3008","Fiora",50,276,"Draw","Middle","Kled"
"3009","Gnar",53.23,263,"Win","Middle","Kled"
"3010","Malphite",56.92,260,"Win","Middle","Kled"
"3011","Garen",45.38,260,"Lose","Middle","Kled"
"3012","Jax",51.57,254,"Win","Middle","Kled"
"3013","Jayce",45.31,245,"Lose","Middle","Kled"
"3014","Riven",53.98,226,"Win","Middle","Kled"
"3015","Volibear",50,200,"Draw","Middle","Kled"
"3016","Kayle",46.81,188,"Lose","Middle","Kled"
"3017","Vladimir",59.68,186,"Win","Middle","Kled"
"3018","Rumble",59.74,154,"Win","Middle","Kled"
"3019","Camille",44.16,154,"Lose","Middle","Kled"
"3020","Vayne",46.32,136,"Lose","Middle","Kled"
"3021","Sion",54.14,133,"Win","Middle","Kled"
"3022","Tryndamere",55.47,128,"Win","Middle","Kled"
"3023","Gangplank",60.32,126,"Win","Middle","Kled"
"3024","Urgot",50.82,122,"Win","Middle","Kled"
"3025","Nasus",51.24,121,"Win","Middle","Kled"
"3026","Teemo",54.62,119,"Win","Middle","Kled"
"3027","Kennen",47.86,117,"Lose","Middle","Kled"
"3028","Wukong",47.66,107,"Lose","Middle","Kled"
"3029","Poppy",50.51,99,"Win","Middle","Kled"
"3030","Rengar",53.49,86,"Win","Middle","Kled"
"3031","Maokai",55,80,"Win","Middle","Kled"
"3032","Illaoi",55,80,"Win","Middle","Kled"
"3033","Viego",51.95,77,"Win","Middle","Kled"
"3034","Warwick",53.62,69,"Win","Middle","Kled"
"3035","Yasuo",53.73,67,"Win","Middle","Kled"
"3036","Lucian",52.46,61,"Win","Middle","Kled"
"3037","Zac",43.86,57,"Lose","Middle","Kled"
"3038","Ryze",49.06,53,"Lose","Middle","Kled"
"3039","Singed",54.72,53,"Win","Middle","Kled"
"3040","Cho'Gath",46.15,52,"Lose","Middle","Kled"
"3041","Kai'Sa",49.02,2044,"Lose","Bottom","Kog'Maw"
"3042","Ezreal",48.27,2024,"Lose","Bottom","Kog'Maw"
"3043","Jinx",48.55,1516,"Lose","Bottom","Kog'Maw"
"3044","Samira",50.6,1417,"Win","Bottom","Kog'Maw"
"3045","Jhin",44.37,951,"Lose","Bottom","Kog'Maw"
"3046","Caitlyn",46.95,754,"Lose","Bottom","Kog'Maw"
"3047","Tristana",52.91,635,"Win","Bottom","Kog'Maw"
"3048","Vayne",51.36,623,"Win","Bottom","Kog'Maw"
"3049","Varus",49.9,483,"Lose","Bottom","Kog'Maw"
"3050","Ashe",49.06,424,"Lose","Bottom","Kog'Maw"
"3051","Miss Fortune",47.46,354,"Lose","Bottom","Kog'Maw"
"3052","Lucian",55.41,296,"Win","Bottom","Kog'Maw"
"3053","Sivir",49.66,290,"Lose","Bottom","Kog'Maw"
"3054","Aphelios",56.7,194,"Win","Bottom","Kog'Maw"
"3055","Kalista",55.94,143,"Win","Bottom","Kog'Maw"
"3056","Xayah",63.36,131,"Win","Bottom","Kog'Maw"
"3057","Twitch",51.67,120,"Win","Bottom","Kog'Maw"
"3058","Draven",50,94,"Draw","Bottom","Kog'Maw"
"3059","Senna",51.65,91,"Win","Bottom","Kog'Maw"
"3060","Swain",59.38,64,"Win","Bottom","Kog'Maw"
"3061","Yasuo",38.6,57,"Lose","Bottom","Kog'Maw"
"3062","Sylas",49.68,2840,"Lose","Middle","LeBlanc"
"3063","Zed",50.04,2792,"Win","Middle","LeBlanc"
"3064","Akali",51.54,2565,"Win","Middle","LeBlanc"
"3065","Yasuo",48.43,2098,"Lose","Middle","LeBlanc"
"3066","Katarina",48.37,1966,"Lose","Middle","LeBlanc"
"3067","Talon",45.51,1947,"Lose","Middle","LeBlanc"
"3068","Yone",51.65,1549,"Win","Middle","LeBlanc"
"3069","Xerath",47.88,1249,"Lose","Middle","LeBlanc"
"3070","Twisted Fate",47.52,1168,"Lose","Middle","LeBlanc"
"3071","Qiyana",54.58,1156,"Win","Middle","LeBlanc"
"3072","Ahri",48.57,1085,"Lose","Middle","LeBlanc"
