"","from","to","winningRate","matchCount","winningRateText","line"
"4935","Lee Sin",50.86,2145,"Win","Jungle","Rammus"
"4936","Master Yi",54.86,782,"Win","Jungle","Rammus"
"4937","Rumble",51.41,673,"Win","Jungle","Rammus"
"4938","Viego",54.79,657,"Win","Jungle","Rammus"
"4939","Diana",49.33,598,"Lose","Jungle","Rammus"
"4940","Kindred",50.36,562,"Win","Jungle","Rammus"
"4941","Morgana",42.91,557,"Lose","Jungle","Rammus"
"4942","Elise",44.53,530,"Lose","Jungle","Rammus"
"4943","Kayn",46.49,527,"Lose","Jungle","Rammus"
"4944","Nidalee",54.12,486,"Win","Jungle","Rammus"
"4945","Shaco",50.31,479,"Win","Jungle","Rammus"
"4946","Xin Zhao",46.67,450,"Lose","Jungle","Rammus"
"4947","Nocturne",51.3,384,"Win","Jungle","Rammus"
"4948","Graves",54.49,345,"Win","Jungle","Rammus"
"4949","Ekko",52.58,329,"Win","Jungle","Rammus"
"4950","Kha'Zix",52.84,299,"Win","Jungle","Rammus"
"4951","Zac",40.34,290,"Lose","Jungle","Rammus"
"4952","Nunu & Willump",43.46,260,"Lose","Jungle","Rammus"
"4953","Warwick",52.45,204,"Win","Jungle","Rammus"
"4954","Poppy",51.26,199,"Win","Jungle","Rammus"
"4955","Evelynn",48.33,180,"Lose","Jungle","Rammus"
"4956","Fiddlesticks",50,164,"Draw","Jungle","Rammus"
"4957","Volibear",48.77,162,"Lose","Jungle","Rammus"
"4958","Hecarim",55.78,147,"Win","Jungle","Rammus"
"4959","Jarvan IV",50,146,"Draw","Jungle","Rammus"
"4960","Olaf",55.47,137,"Win","Jungle","Rammus"
"4961","Udyr",46.67,135,"Lose","Jungle","Rammus"
"4962","Karthus",51.49,134,"Win","Jungle","Rammus"
"4963","Rek'Sai",56.92,130,"Win","Jungle","Rammus"
"4964","Amumu",42.97,128,"Lose","Jungle","Rammus"
"4965","Lillia",53.33,120,"Win","Jungle","Rammus"
"4966","Trundle",44.25,113,"Lose","Jungle","Rammus"
"4967","Vi",46.67,105,"Lose","Jungle","Rammus"
"4968","Taliyah",41.11,90,"Lose","Jungle","Rammus"
"4969","Sejuani",52.87,87,"Win","Jungle","Rammus"
"4970","Gragas",47.13,87,"Lose","Jungle","Rammus"
"4971","Shyvana",46.91,81,"Lose","Jungle","Rammus"
"4972","Jax",52.7,74,"Win","Jungle","Rammus"
"4973","Gwen",46.97,66,"Lose","Jungle","Rammus"
"4974","Rengar",59.65,57,"Win","Jungle","Rammus"
"4975","Lee Sin",50.99,3222,"Win","Jungle","Rek'Sai"
"4976","Rumble",47.77,762,"Lose","Jungle","Rek'Sai"
"4977","Kindred",50.84,714,"Win","Jungle","Rek'Sai"
"4978","Diana",50.82,669,"Win","Jungle","Rek'Sai"
"4979","Viego",51.97,635,"Win","Jungle","Rek'Sai"
"4980","Elise",47.23,631,"Lose","Jungle","Rek'Sai"
"4981","Nidalee",54.65,602,"Win","Jungle","Rek'Sai"
"4982","Morgana",47.53,587,"Lose","Jungle","Rek'Sai"
"4983","Shaco",43.83,527,"Lose","Jungle","Rek'Sai"
"4984","Kayn",55.71,499,"Win","Jungle","Rek'Sai"
"4985","Xin Zhao",49.38,482,"Lose","Jungle","Rek'Sai"
"4986","Graves",55.21,422,"Win","Jungle","Rek'Sai"
"4987","Nocturne",47.16,388,"Lose","Jungle","Rek'Sai"
"4988","Kha'Zix",43.52,347,"Lose","Jungle","Rek'Sai"
"4989","Master Yi",55.69,325,"Win","Jungle","Rek'Sai"
"4990","Ekko",48.43,318,"Lose","Jungle","Rek'Sai"
"4991","Nunu & Willump",50.55,271,"Win","Jungle","Rek'Sai"
"4992","Zac",47.58,248,"Lose","Jungle","Rek'Sai"
"4993","Poppy",47.73,220,"Lose","Jungle","Rek'Sai"
"4994","Evelynn",50.24,209,"Win","Jungle","Rek'Sai"
"4995","Warwick",44.89,176,"Lose","Jungle","Rek'Sai"
"4996","Fiddlesticks",42.94,170,"Lose","Jungle","Rek'Sai"
"4997","Karthus",51.92,156,"Win","Jungle","Rek'Sai"
"4998","Jarvan IV",45.16,155,"Lose","Jungle","Rek'Sai"
"4999","Udyr",47.68,151,"Lose","Jungle","Rek'Sai"
"5000","Olaf",47.68,151,"Lose","Jungle","Rek'Sai"
"5001","Volibear",44.76,143,"Lose","Jungle","Rek'Sai"
"5002","Taliyah",45.65,138,"Lose","Jungle","Rek'Sai"
"5003","Hecarim",47.45,137,"Lose","Jungle","Rek'Sai"
"5004","Rammus",43.08,130,"Lose","Jungle","Rek'Sai"
"5005","Sejuani",55.74,122,"Win","Jungle","Rek'Sai"
"5006","Vi",52.5,120,"Win","Jungle","Rek'Sai"
"5007","Lillia",57.69,104,"Win","Jungle","Rek'Sai"
"5008","Gragas",61.86,97,"Win","Jungle","Rek'Sai"
"5009","Gwen",38.37,86,"Lose","Jungle","Rek'Sai"
"5010","Trundle",47.62,84,"Lose","Jungle","Rek'Sai"
"5011","Amumu",47.37,76,"Lose","Jungle","Rek'Sai"
"5012","Shyvana",55.07,69,"Win","Jungle","Rek'Sai"
"5013","Rengar",51.67,60,"Win","Jungle","Rek'Sai"
"5014","Ivern",60,55,"Win","Jungle","Rek'Sai"
"5015","Jax",49.02,51,"Lose","Jungle","Rek'Sai"
"5016","Thresh",49.78,1358,"Lose","Support","Rell"
"5017","Alistar",45.94,1219,"Lose","Support","Rell"
"5018","Leona",44.26,1211,"Lose","Support","Rell"
"5019","Senna",46.46,1074,"Lose","Support","Rell"
"5020","Lulu",47,1049,"Lose","Support","Rell"
"5021","Nautilus",50.34,745,"Win","Support","Rell"
"5022","Blitzcrank",45.54,707,"Lose","Support","Rell"
"5023","Xerath",46.19,630,"Lose","Support","Rell"
"5024","Lux",50.9,499,"Win","Support","Rell"
"5025","Yuumi",49.1,499,"Lose","Support","Rell"
"5026","Pyke",50,480,"Draw","Support","Rell"
"5027","Morgana",45.8,369,"Lose","Support","Rell"
"5028","Sett",51.13,354,"Win","Support","Rell"
"5029","Maokai",46.41,334,"Lose","Support","Rell"
"5030","Galio",50.8,313,"Win","Support","Rell"
"5031","Karma",51.09,274,"Win","Support","Rell"
"5032","Pantheon",53.08,260,"Win","Support","Rell"
"5033","Janna",45.76,236,"Lose","Support","Rell"
"5034","Shaco",46.8,203,"Lose","Support","Rell"
"5035","Brand",51.53,196,"Win","Support","Rell"
"5036","Rakan",49.23,195,"Lose","Support","Rell"
"5037","Soraka",44.79,192,"Lose","Support","Rell"
"5038","Swain",49.43,176,"Lose","Support","Rell"
"5039","Zilean",45.93,172,"Lose","Support","Rell"
"5040","Zyra",42.69,171,"Lose","Support","Rell"
"5041","Seraphine",50.71,140,"Win","Support","Rell"
"5042","Bard",45.32,139,"Lose","Support","Rell"
"5043","Gragas",48.46,130,"Lose","Support","Rell"
"5044","Nami",44.07,118,"Lose","Support","Rell"
"5045","Vel'Koz",48.15,108,"Lose","Support","Rell"
"5046","Braum",52.27,88,"Win","Support","Rell"
"5047","Shen",50,82,"Draw","Support","Rell"
"5048","Poppy",45.59,68,"Lose","Support","Rell"
"5049","Neeko",42.19,64,"Lose","Support","Rell"
"5050","Veigar",50.85,59,"Win","Support","Rell"
"5051","Sona",46.55,58,"Lose","Support","Rell"
"5052","Zac",35.09,57,"Lose","Support","Rell"
"5053","Sett",48.38,3559,"Lose","Top","Renekton"
"5054","Aatrox",47.49,3089,"Lose","Top","Renekton"
"5055","Sylas",49.25,2615,"Lose","Top","Renekton"
"5056","Irelia",53.15,1701,"Win","Top","Renekton"
"5057","Akali",53.33,1560,"Win","Top","Renekton"
"5058","Shen",47,1500,"Lose","Top","Renekton"
"5059","Darius",47.94,1333,"Lose","Top","Renekton"
"5060","Lee Sin",50.98,1230,"Win","Top","Renekton"
"5061","Mordekaiser",44.87,1199,"Lose","Top","Renekton"
"5062","Gwen",49.1,1163,"Lose","Top","Renekton"
"5063","Ornn",43.83,1143,"Lose","Top","Renekton"
"5064","Garen",45.63,1120,"Lose","Top","Renekton"
"5065","Gnar",49.29,1061,"Lose","Top","Renekton"
"5066","Malphite",47.97,984,"Lose","Top","Renekton"
"5067","Jayce",51.8,971,"Win","Top","Renekton"
"5068","Volibear",46.09,920,"Lose","Top","Renekton"
"5069","Jax",49.61,897,"Lose","Top","Renekton"
"5070","Fiora",50.39,893,"Win","Top","Renekton"
"5071","Riven",54.15,772,"Win","Top","Renekton"
"5072","Vladimir",52.75,692,"Win","Top","Renekton"
"5073","Rumble",51.4,679,"Win","Top","Renekton"
"5074","Kayle",46.79,639,"Lose","Top","Renekton"
"5075","Camille",52.37,634,"Win","Top","Renekton"
"5076","Gangplank",47.62,567,"Lose","Top","Renekton"
"5077","Teemo",46.91,550,"Lose","Top","Renekton"
"5078","Kennen",50.19,526,"Win","Top","Renekton"
"5079","Vayne",45.16,516,"Lose","Top","Renekton"
"5080","Nasus",47.62,504,"Lose","Top","Renekton"
"5081","Quinn",49.9,503,"Lose","Top","Renekton"
"5082","Wukong",51.95,487,"Win","Top","Renekton"
"5083","Poppy",48.41,471,"Lose","Top","Renekton"
"5084","Kled",42.44,443,"Lose","Top","Renekton"
"5085","Sion",48.03,431,"Lose","Top","Renekton"
"5086","Yasuo",53.23,387,"Win","Top","Renekton"
"5087","Urgot",47.15,386,"Lose","Top","Renekton"
"5088","Tryndamere",54.87,359,"Win","Top","Renekton"
"5089","Maokai",42.86,350,"Lose","Top","Renekton"
"5090","Rengar",49.71,342,"Lose","Top","Renekton"
"5091","Lucian",51.76,340,"Win","Top","Renekton"
"5092","Viego",51.08,325,"Win","Top","Renekton"
"5093","Illaoi",43.79,322,"Lose","Top","Renekton"
"5094","Warwick",39.67,300,"Lose","Top","Renekton"
"5095","Nocturne",43.95,248,"Lose","Top","Renekton"
"5096","Zac",42.11,228,"Lose","Top","Renekton"
"5097","Cho'Gath",45.95,222,"Lose","Top","Renekton"
"5098","Ryze",52.22,203,"Win","Top","Renekton"
"5099","Kalista",53.69,203,"Win","Top","Renekton"
"5100","Yone",54.79,188,"Win","Top","Renekton"
"5101","Dr. Mundo",45.25,179,"Lose","Top","Renekton"
"5102","Trundle",44.58,166,"Lose","Top","Renekton"
"5103","Heimerdinger",58.02,162,"Win","Top","Renekton"
"5104","Yorick",48.72,156,"Lose","Top","Renekton"
"5105","Pantheon",45.45,154,"Lose","Top","Renekton"
"5106","Singed",49.64,137,"Lose","Top","Renekton"
"5107","Sett",48.38,3559,"Lose","Middle","Renekton"
"5108","Aatrox",47.49,3089,"Lose","Middle","Renekton"
"5109","Sylas",49.25,2615,"Lose","Middle","Renekton"
"5110","Irelia",53.15,1701,"Win","Middle","Renekton"
"5111","Akali",53.33,1560,"Win","Middle","Renekton"
"5112","Shen",47,1500,"Lose","Middle","Renekton"
"5113","Darius",47.94,1333,"Lose","Middle","Renekton"
"5114","Lee Sin",50.98,1230,"Win","Middle","Renekton"
"5115","Mordekaiser",44.87,1199,"Lose","Middle","Renekton"
"5116","Gwen",49.1,1163,"Lose","Middle","Renekton"
"5117","Ornn",43.83,1143,"Lose","Middle","Renekton"
"5118","Garen",45.63,1120,"Lose","Middle","Renekton"
"5119","Gnar",49.29,1061,"Lose","Middle","Renekton"
"5120","Malphite",47.97,984,"Lose","Middle","Renekton"
"5121","Jayce",51.8,971,"Win","Middle","Renekton"
"5122","Volibear",46.09,920,"Lose","Middle","Renekton"
"5123","Jax",49.61,897,"Lose","Middle","Renekton"
"5124","Fiora",50.39,893,"Win","Middle","Renekton"
"5125","Riven",54.15,772,"Win","Middle","Renekton"
"5126","Vladimir",52.75,692,"Win","Middle","Renekton"
"5127","Rumble",51.4,679,"Win","Middle","Renekton"
"5128","Kayle",46.79,639,"Lose","Middle","Renekton"
"5129","Camille",52.37,634,"Win","Middle","Renekton"
"5130","Gangplank",47.62,567,"Lose","Middle","Renekton"
"5131","Teemo",46.91,550,"Lose","Middle","Renekton"
"5132","Kennen",50.19,526,"Win","Middle","Renekton"
"5133","Vayne",45.16,516,"Lose","Middle","Renekton"
"5134","Nasus",47.62,504,"Lose","Middle","Renekton"
"5135","Quinn",49.9,503,"Lose","Middle","Renekton"
"5136","Wukong",51.95,487,"Win","Middle","Renekton"
"5137","Poppy",48.41,471,"Lose","Middle","Renekton"
"5138","Kled",42.44,443,"Lose","Middle","Renekton"
"5139","Sion",48.03,431,"Lose","Middle","Renekton"
"5140","Yasuo",53.23,387,"Win","Middle","Renekton"
"5141","Urgot",47.15,386,"Lose","Middle","Renekton"
"5142","Tryndamere",54.87,359,"Win","Middle","Renekton"
"5143","Maokai",42.86,350,"Lose","Middle","Renekton"
"5144","Rengar",49.71,342,"Lose","Middle","Renekton"
"5145","Lucian",51.76,340,"Win","Middle","Renekton"
"5146","Viego",51.08,325,"Win","Middle","Renekton"
"5147","Illaoi",43.79,322,"Lose","Middle","Renekton"
"5148","Warwick",39.67,300,"Lose","Middle","Renekton"
"5149","Nocturne",43.95,248,"Lose","Middle","Renekton"
"5150","Zac",42.11,228,"Lose","Middle","Renekton"
"5151","Cho'Gath",45.95,222,"Lose","Middle","Renekton"
"5152","Ryze",52.22,203,"Win","Middle","Renekton"
"5153","Kalista",53.69,203,"Win","Middle","Renekton"
"5154","Yone",54.79,188,"Win","Middle","Renekton"
"5155","Dr. Mundo",45.25,179,"Lose","Middle","Renekton"
"5156","Trundle",44.58,166,"Lose","Middle","Renekton"
"5157","Heimerdinger",58.02,162,"Win","Middle","Renekton"
"5158","Yorick",48.72,156,"Lose","Middle","Renekton"
"5159","Pantheon",45.45,154,"Lose","Middle","Renekton"
"5160","Singed",49.64,137,"Lose","Middle","Renekton"
"5161","Sett",47.76,559,"Lose","Top","Rengar"
"5162","Aatrox",49,402,"Lose","Top","Rengar"
"5163","Sylas",50.39,389,"Win","Top","Rengar"
"5164","Renekton",50.29,342,"Win","Top","Rengar"
"5165","Shen",43.88,278,"Lose","Top","Rengar"
"5166","Akali",55.13,263,"Win","Top","Rengar"
"5167","Irelia",52.34,256,"Win","Top","Rengar"
"5168","Jayce",59.73,221,"Win","Top","Rengar"
"5169","Lee Sin",47.89,213,"Lose","Top","Rengar"
"5170","Garen",51.47,204,"Win","Top","Rengar"
"5171","Malphite",52.74,201,"Win","Top","Rengar"
"5172","Gwen",49.23,195,"Lose","Top","Rengar"
"5173","Darius",53.72,188,"Win","Top","Rengar"
"5174","Jax",50.54,186,"Win","Top","Rengar"
"5175","Volibear",39.39,165,"Lose","Top","Rengar"
"5176","Fiora",50,162,"Draw","Top","Rengar"
"5177","Mordekaiser",55.63,160,"Win","Top","Rengar"
"5178","Ornn",45.28,159,"Lose","Top","Rengar"
"5179","Riven",47.3,148,"Lose","Top","Rengar"
"5180","Gnar",51.13,133,"Win","Top","Rengar"
"5181","Poppy",43.85,130,"Lose","Top","Rengar"
"5182","Rumble",54.26,129,"Win","Top","Rengar"
"5183","Teemo",41.73,127,"Lose","Top","Rengar"
"5184","Kayle",56.8,125,"Win","Top","Rengar"
"5185","Vladimir",47.27,110,"Lose","Top","Rengar"
"5186","Gangplank",61.68,107,"Win","Top","Rengar"
"5187","Sion",40.82,98,"Lose","Top","Rengar"
"5188","Camille",47.37,95,"Lose","Top","Rengar"
"5189","Wukong",39.78,93,"Lose","Top","Rengar"
"5190","Kennen",45.65,92,"Lose","Top","Rengar"
"5191","Vayne",55.17,87,"Win","Top","Rengar"
"5192","Kled",46.51,86,"Lose","Top","Rengar"
"5193","Nasus",50.63,79,"Win","Top","Rengar"
"5194","Urgot",35.44,79,"Lose","Top","Rengar"
"5195","Lucian",61.54,65,"Win","Top","Rengar"
"5196","Maokai",46.03,63,"Lose","Top","Rengar"
"5197","Quinn",49.15,59,"Lose","Top","Rengar"
"5198","Tryndamere",45.76,59,"Lose","Top","Rengar"
"5199","Illaoi",56.6,53,"Win","Top","Rengar"
"5200","Viego",52.94,51,"Win","Top","Rengar"
"5201","Zac",44,50,"Lose","Top","Rengar"
"5202","Lee Sin",41.38,679,"Lose","Jungle","Rengar"
"5203","Rumble",41.67,240,"Lose","Jungle","Rengar"
"5204","Diana",48.89,225,"Lose","Jungle","Rengar"
"5205","Kindred",49.52,210,"Lose","Jungle","Rengar"
"5206","Viego",46.08,204,"Lose","Jungle","Rengar"
"5207","Morgana",44.16,197,"Lose","Jungle","Rengar"
"5208","Nidalee",53.76,186,"Win","Jungle","Rengar"
"5209","Elise",44.32,185,"Lose","Jungle","Rengar"
"5210","Shaco",46.59,176,"Lose","Jungle","Rengar"
"5211","Kayn",45.4,163,"Lose","Jungle","Rengar"
"5212","Graves",54,150,"Win","Jungle","Rengar"
"5213","Kha'Zix",56.2,137,"Win","Jungle","Rengar"
"5214","Master Yi",53.08,130,"Win","Jungle","Rengar"
"5215","Xin Zhao",55.81,129,"Win","Jungle","Rengar"
"5216","Nocturne",49.15,118,"Lose","Jungle","Rengar"
"5217","Ekko",51.43,105,"Win","Jungle","Rengar"
"5218","Nunu & Willump",43.96,91,"Lose","Jungle","Rengar"
"5219","Zac",49.37,79,"Lose","Jungle","Rengar"
"5220","Evelynn",49.33,75,"Lose","Jungle","Rengar"
"5221","Poppy",28.79,66,"Lose","Jungle","Rengar"
"5222","Rek'Sai",48.33,60,"Lose","Jungle","Rengar"
"5223","Hecarim",52.54,59,"Win","Jungle","Rengar"
"5224","Rammus",40.35,57,"Lose","Jungle","Rengar"
"5225","Fiddlesticks",49.02,51,"Lose","Jungle","Rengar"
"5226","Udyr",38,50,"Lose","Jungle","Rengar"
"5227","Sett",51.09,1325,"Win","Top","Riven"
"5228","Aatrox",51.92,1200,"Win","Top","Riven"
"5229","Sylas",54.47,1019,"Win","Top","Riven"
"5230","Irelia",59.95,824,"Win","Top","Riven"
"5231","Renekton",45.85,772,"Lose","Top","Riven"
"5232","Shen",49.72,712,"Lose","Top","Riven"
"5233","Akali",50.21,703,"Win","Top","Riven"
"5234","Darius",57.14,637,"Win","Top","Riven"
"5235","Gwen",57.74,594,"Win","Top","Riven"
"5236","Garen",46.21,580,"Lose","Top","Riven"
"5237","Lee Sin",51.93,545,"Win","Top","Riven"
"5238","Fiora",49.43,522,"Lose","Top","Riven"
"5239","Malphite",52.76,489,"Win","Top","Riven"
"5240","Jax",56.54,428,"Win","Top","Riven"
"5241","Jayce",52.62,420,"Win","Top","Riven"
"5242","Mordekaiser",50.96,418,"Win","Top","Riven"
"5243","Volibear",47.58,414,"Lose","Top","Riven"
"5244","Ornn",51.86,403,"Win","Top","Riven"
"5245","Gnar",55.73,393,"Win","Top","Riven"
"5246","Vladimir",53.33,330,"Win","Top","Riven"
"5247","Rumble",53.67,313,"Win","Top","Riven"
"5248","Kayle",59.08,303,"Win","Top","Riven"
"5249","Poppy",47.3,296,"Lose","Top","Riven"
"5250","Teemo",55.67,291,"Win","Top","Riven"
"5251","Camille",48.84,258,"Lose","Top","Riven"
"5252","Nasus",47.72,241,"Lose","Top","Riven"
"5253","Wukong",50,232,"Draw","Top","Riven"
"5254","Sion",53.74,227,"Win","Top","Riven"
"5255","Kled",46.02,226,"Lose","Top","Riven"
"5256","Gangplank",60.09,218,"Win","Top","Riven"
"5257","Maokai",44.39,214,"Lose","Top","Riven"
"5258","Urgot",55.61,187,"Win","Top","Riven"
"5259","Kennen",47.22,180,"Lose","Top","Riven"
"5260","Vayne",44.13,179,"Lose","Top","Riven"
"5261","Tryndamere",52.17,161,"Win","Top","Riven"
"5262","Yasuo",52.53,158,"Win","Top","Riven"
"5263","Viego",57.52,153,"Win","Top","Riven"
"5264","Rengar",52.7,148,"Win","Top","Riven"
"5265","Warwick",51.06,141,"Win","Top","Riven"
"5266","Zac",47.73,132,"Lose","Top","Riven"
"5267","Lucian",54.33,127,"Win","Top","Riven"
"5268","Illaoi",57.94,126,"Win","Top","Riven"
"5269","Quinn",47.79,113,"Lose","Top","Riven"
"5270","Nocturne",52.38,105,"Win","Top","Riven"
"5271","Cho'Gath",47.42,97,"Lose","Top","Riven"
"5272","Ryze",55.32,94,"Win","Top","Riven"
"5273","Dr. Mundo",59.34,91,"Win","Top","Riven"
"5274","Kalista",55.29,85,"Win","Top","Riven"
"5275","Heimerdinger",59.76,82,"Win","Top","Riven"
"5276","Singed",49.37,79,"Lose","Top","Riven"
"5277","Yone",62.03,79,"Win","Top","Riven"
"5278","Yorick",49.28,69,"Lose","Top","Riven"
"5279","Pantheon",39.66,58,"Lose","Top","Riven"
"5280","Trundle",55.17,58,"Win","Top","Riven"
"5281","Sett",51.09,1325,"Win","Middle","Riven"
"5282","Aatrox",51.92,1200,"Win","Middle","Riven"
"5283","Sylas",54.47,1019,"Win","Middle","Riven"
"5284","Irelia",59.95,824,"Win","Middle","Riven"
"5285","Renekton",45.85,772,"Lose","Middle","Riven"
"5286","Shen",49.72,712,"Lose","Middle","Riven"
"5287","Akali",50.21,703,"Win","Middle","Riven"
"5288","Darius",57.14,637,"Win","Middle","Riven"
"5289","Gwen",57.74,594,"Win","Middle","Riven"
"5290","Garen",46.21,580,"Lose","Middle","Riven"
"5291","Lee Sin",51.93,545,"Win","Middle","Riven"
"5292","Fiora",49.43,522,"Lose","Middle","Riven"
"5293","Malphite",52.76,489,"Win","Middle","Riven"
"5294","Jax",56.54,428,"Win","Middle","Riven"
"5295","Jayce",52.62,420,"Win","Middle","Riven"
"5296","Mordekaiser",50.96,418,"Win","Middle","Riven"
"5297","Volibear",47.58,414,"Lose","Middle","Riven"
"5298","Ornn",51.86,403,"Win","Middle","Riven"
"5299","Gnar",55.73,393,"Win","Middle","Riven"
"5300","Vladimir",53.33,330,"Win","Middle","Riven"
"5301","Rumble",53.67,313,"Win","Middle","Riven"
"5302","Kayle",59.08,303,"Win","Middle","Riven"
"5303","Poppy",47.3,296,"Lose","Middle","Riven"
"5304","Teemo",55.67,291,"Win","Middle","Riven"
"5305","Camille",48.84,258,"Lose","Middle","Riven"
"5306","Nasus",47.72,241,"Lose","Middle","Riven"
"5307","Wukong",50,232,"Draw","Middle","Riven"
"5308","Sion",53.74,227,"Win","Middle","Riven"
"5309","Kled",46.02,226,"Lose","Middle","Riven"
"5310","Gangplank",60.09,218,"Win","Middle","Riven"
"5311","Maokai",44.39,214,"Lose","Middle","Riven"
"5312","Urgot",55.61,187,"Win","Middle","Riven"
"5313","Kennen",47.22,180,"Lose","Middle","Riven"
"5314","Vayne",44.13,179,"Lose","Middle","Riven"
"5315","Tryndamere",52.17,161,"Win","Middle","Riven"
"5316","Yasuo",52.53,158,"Win","Middle","Riven"
"5317","Viego",57.52,153,"Win","Middle","Riven"
"5318","Rengar",52.7,148,"Win","Middle","Riven"
"5319","Warwick",51.06,141,"Win","Middle","Riven"
"5320","Zac",47.73,132,"Lose","Middle","Riven"
"5321","Lucian",54.33,127,"Win","Middle","Riven"
"5322","Illaoi",57.94,126,"Win","Middle","Riven"
"5323","Quinn",47.79,113,"Lose","Middle","Riven"
"5324","Nocturne",52.38,105,"Win","Middle","Riven"
"5325","Cho'Gath",47.42,97,"Lose","Middle","Riven"
"5326","Ryze",55.32,94,"Win","Middle","Riven"
"5327","Dr. Mundo",59.34,91,"Win","Middle","Riven"
"5328","Kalista",55.29,85,"Win","Middle","Riven"
"5329","Heimerdinger",59.76,82,"Win","Middle","Riven"
"5330","Singed",49.37,79,"Lose","Middle","Riven"
"5331","Yone",62.03,79,"Win","Middle","Riven"
"5332","Yorick",49.28,69,"Lose","Middle","Riven"
"5333","Pantheon",39.66,58,"Lose","Middle","Riven"
"5334","Trundle",55.17,58,"Win","Middle","Riven"
"5335","Lee Sin",46.68,8006,"Lose","Jungle","Rumble"
"5336","Diana",47.84,2780,"Lose","Jungle","Rumble"
"5337","Kindred",47.06,2705,"Lose","Jungle","Rumble"
"5338","Elise",46.34,2678,"Lose","Jungle","Rumble"
"5339","Morgana",47.76,2548,"Lose","Jungle","Rumble"
"5340","Viego",49.4,2403,"Lose","Jungle","Rumble"
"5341","Nidalee",49.85,2309,"Lose","Jungle","Rumble"
"5342","Shaco",47.91,2014,"Lose","Jungle","Rumble"
"5343","Kayn",47.5,1882,"Lose","Jungle","Rumble"
"5344","Xin Zhao",46.12,1817,"Lose","Jungle","Rumble"
"5345","Graves",52.68,1697,"Win","Jungle","Rumble"
"5346","Nocturne",47.12,1632,"Lose","Jungle","Rumble"
"5347","Master Yi",46.77,1392,"Lose","Jungle","Rumble"
"5348","Ekko",45.18,1390,"Lose","Jungle","Rumble"
"5349","Zac",44.61,1168,"Lose","Jungle","Rumble"
"5350","Kha'Zix",50.18,1120,"Win","Jungle","Rumble"
"5351","Nunu & Willump",47.41,1099,"Lose","Jungle","Rumble"
"5352","Evelynn",44.31,878,"Lose","Jungle","Rumble"
"5353","Warwick",46.15,832,"Lose","Jungle","Rumble"
"5354","Rek'Sai",52.23,762,"Win","Jungle","Rumble"
"5355","Fiddlesticks",44.53,741,"Lose","Jungle","Rumble"
"5356","Poppy",47.39,728,"Lose","Jungle","Rumble"
"5357","Jarvan IV",49.71,698,"Lose","Jungle","Rumble"
"5358","Rammus",48.59,673,"Lose","Jungle","Rumble"
"5359","Udyr",49.17,604,"Lose","Jungle","Rumble"
"5360","Hecarim",54.66,569,"Win","Jungle","Rumble"
"5361","Karthus",44.56,561,"Lose","Jungle","Rumble"
"5362","Volibear",46.26,521,"Lose","Jungle","Rumble"
"5363","Vi",49.5,501,"Lose","Jungle","Rumble"
"5364","Amumu",49.64,415,"Lose","Jungle","Rumble"
"5365","Sejuani",45.54,415,"Lose","Jungle","Rumble"
"5366","Taliyah",45.27,402,"Lose","Jungle","Rumble"
"5367","Olaf",48.75,400,"Lose","Jungle","Rumble"
"5368","Lillia",58.15,399,"Win","Jungle","Rumble"
"5369","Gragas",48.96,384,"Lose","Jungle","Rumble"
"5370","Trundle",49.2,313,"Lose","Jungle","Rumble"
"5371","Shyvana",48.01,302,"Lose","Jungle","Rumble"
"5372","Jax",46.61,251,"Lose","Jungle","Rumble"
"5373","Gwen",49.59,244,"Lose","Jungle","Rumble"
"5374","Rengar",58.33,240,"Win","Jungle","Rumble"
"5375","Ivern",47.74,155,"Lose","Jungle","Rumble"
"5376","Wukong",54.93,142,"Win","Jungle","Rumble"
"5377","Camille",59.22,103,"Win","Jungle","Rumble"
"5378","Sett",43.47,1095,"Lose","Top","Rumble"
"5379","Aatrox",47.01,1070,"Lose","Top","Rumble"
"5380","Sylas",46.77,1054,"Lose","Top","Rumble"
"5381","Renekton",48.6,679,"Lose","Top","Rumble"
"5382","Akali",50.7,641,"Win","Top","Rumble"
"5383","Irelia",46.9,629,"Lose","Top","Rumble"
"5384","Shen",44.53,622,"Lose","Top","Rumble"
"5385","Jayce",50.69,507,"Win","Top","Rumble"
"5386","Malphite",45.71,501,"Lose","Top","Rumble"
"5387","Darius",50.32,475,"Win","Top","Rumble"
"5388","Gnar",46.76,447,"Lose","Top","Rumble"
"5389","Teemo",54.22,415,"Win","Top","Rumble"
"5390","Gwen",46.67,405,"Lose","Top","Rumble"
"5391","Lee Sin",43.48,391,"Lose","Top","Rumble"
"5392","Garen",48.3,383,"Lose","Top","Rumble"
"5393","Ornn",48.53,375,"Lose","Top","Rumble"
"5394","Mordekaiser",53.65,356,"Win","Top","Rumble"
"5395","Fiora",46.45,338,"Lose","Top","Rumble"
"5396","Jax",49.23,325,"Lose","Top","Rumble"
"5397","Riven",46.33,313,"Lose","Top","Rumble"
"5398","Kayle",47.6,313,"Lose","Top","Rumble"
"5399","Vladimir",49.01,304,"Lose","Top","Rumble"
"5400","Volibear",44.57,276,"Lose","Top","Rumble"
"5401","Nasus",45.72,269,"Lose","Top","Rumble"
"5402","Sion",41.94,248,"Lose","Top","Rumble"
"5403","Kennen",45.8,238,"Lose","Top","Rumble"
"5404","Gangplank",51.95,231,"Win","Top","Rumble"
